gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
cst3	20	0	0	20	0	0.0	0.0	0.0
foxg1a	20	2	6	12	1	0.19806945113098648	0.0	0.385425355173602
mycla	20	0	0	20	0	0.0	0.0	0.0
baz1b	20	0	0	20	0	0.0	0.0	0.0
uncx4.1	20	3	2	15	1	0.0179008614263498	0.0	0.019666106340732837
axin2	20	0	1	19	1	0.005570559604642844	0.0	0.0038612176840993107
zfand5a	20	2	0	18	0	0.0	0.0	0.0
arl4aa	20	0	0	20	0	0.0	0.0	0.0
rplp2l	20	0	1	19	1	0.0067016441042497404	0.0	0.004645225715976887
olig4	20	0	2	18	1	0.03859792132964334	0.0	0.04240415068979112
stox1	20	0	3	17	2	0.033815177859171715	0.9182958340544894	0.08992547000797962
mcm7	20	0	0	20	0	0.0	0.0	0.0
pax2a	20	0	5	15	3	0.0583096934963733	0.8649735207179272	0.1948467368268774
lmo4a	20	0	6	14	2	0.18178934485162526	0.0	0.35374573113689384
aurkb	20	0	0	20	0	0.0	0.0	0.0
f11r.1	20	0	1	19	1	0.005998950712868931	0.0	0.004158155772943173
cnn3a	20	1	4	15	3	0.07335270420974492	0.946394630357186	0.22978477734753633
dbx1a	20	1	7	12	2	0.19087177871599004	0.7219280948873623	0.6834448077599291
emx2	20	2	6	12	1	0.14640449474594797	0.0	0.28488999219345545
sall1a	20	0	0	20	0	0.0	0.0	0.0
kazald2	20	2	1	17	1	0.007524235253940844	0.0	0.0052154024521388394
eif3ea	20	0	2	18	1	0.014648177080190568	0.0	0.01609266734688391
prmt1	20	0	1	19	1	0.009685915037977012	0.0	0.006713764699716941
her12	20	0	2	18	1	0.016707419175985876	0.0	0.01835497601866731
ncapd2	20	0	0	20	0	0.0	0.0	0.0
crabp2b	20	0	1	19	1	0.005009044444671827	0.0	0.0034720050341237336
ednraa	20	0	0	20	0	0.0	0.0	0.0
irx5a	20	0	1	19	1	0.00830106350847516	0.0	0.005753858766548605
pitx2	20	3	7	10	1	0.10785144284995972	0.0	0.22427077059231493
tubb2b	20	0	2	18	2	0.018684021921867577	1.0	0.04105299217021615
arl6ip5a	20	0	0	20	0	0.0	0.0	0.0
osr1	20	0	6	14	2	0.05692235073121591	0.7219280948873623	0.19073070852715468
efna1a	20	0	3	17	1	0.03735976084835915	0.0	0.051791625796867954
wnt11f2	20	0	2	18	1	0.021701185629383214	0.0	0.023841189211108185
lamp2	20	0	0	20	0	0.0	0.0	0.0
etv5a	20	0	4	16	4	0.04981881696298793	1.0	0.16036058554569566
ackr3b	20	0	2	18	2	0.015956307506997672	1.0	0.03505959101790971
rpl38	20	0	0	20	0	0.0	0.0	0.0
arl4ab	20	0	0	20	0	0.0	0.0	0.0
tbx1	20	0	3	17	2	0.04934468572450702	0.9182958340544894	0.13122344275852427
znfl2a	20	0	1	19	1	0.007921584974888088	0.0	0.005490824290909703
msx3	20	1	4	15	3	0.04367372332092155	0.946394630357186	0.1368123629163032
atf6	20	0	1	19	1	0.0065254658966854215	0.0	0.004523108288127575
wnt8a	20	0	0	20	0	0.0	0.0	0.0
cxcl12b	20	0	0	20	0	0.0	0.0	0.0
prox1a	20	0	0	20	0	0.0	0.0	0.0
rbmx	20	0	3	17	2	0.03881612899759047	0.9182958340544894	0.10322461288051285
bcl2l1	20	0	0	20	0	0.0	0.0	0.0
nog1	20	0	6	14	2	0.11773861420084739	0.7219280948873623	0.3945088180488299
si:dkey-261m9.12	20	0	0	20	0	0.0	0.0	0.0
