enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.0014132503420114517	0.08274678140878677	0.08133353106677532
1	all_test	0.0014132503420114517	0.08615473657846451	0.08474148623645306
2	all_test	0.0014132503420114517	0.0014132503420114517	0.0
3	all_test	0.0014132503420114517	0.0014132503420114517	0.0
