model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.03610481010211168	0.3686170181224029	0.9495000436828878		
spatial_mean	0.07663744739486066	-0.340197605881454	-5.140173705678612e-16		
best_single	0.05106401322723813	0.10701790573425618	0.6309472322088564	1.0	
global_elastic_net	0.02213373734297187	0.6129361975820571	0.948041873688479		[0.8675520434171763, 0.9089839591909088, 0.0, 0.0]
