gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score	core_threshold	mixed_complexity_score	threshold_rank
zic2b	20	3	5	12	3	0.0464008185524516	0.9602297178607612	0.1629717463393052	0.3	0.26229290721407106	30
ntd5	20	3	5	12	4	0.0450126007078179	0.9609640474436812	0.15815518908035678	0.3	0.2545409573541098	31
cnn3a	20	1	4	15	3	0.0733527042097448	0.946394630357186	0.22978477734753594	0.3	0.25244438014286846	32
csrp1a	20	2	3	15	2	0.0678672535921637	0.9182958340544894	0.18048092790884862	0.3	0.2501996926497223	33
shha	20	1	5	14	2	0.0715101352301685	0.7219280948873623	0.2206288593408731	0.3	0.24238557610671105	34
tcf7l2	20	5	5	10	2	0.034886226139298405	0.9709505944546688	0.12319963977825558	0.3	0.2397354294044662	35
ephb3a	20	1	5	14	2	0.0614687053960171	0.9709505944546688	0.21707485161011233	0.3	0.23848109953967583	36
lhfpl6	20	7	4	9	2	0.0310527351874362	1.0	0.09995489859087249	0.3	0.21962335980901448	37
tuba8l2	20	4	6	10	2	0.0628265329815795	0.0	0.12225478815881392	0.3	0.21905117434202473	38
fezf2	20	7	3	10	2	0.0370270828908382	0.9182958340544894	0.0984669619615777	0.3	0.21635402887760916	39
fn1a	20	2	3	15	2	0.0571736726610022	0.9182958340544894	0.15204324541881717	0.3	0.21077669377047387	40
jcada	20	4	3	13	2	0.0438037691260185	0.9182958340544894	0.11648835748204833	0.3	0.20871911757328285	41
lft1	20	1	4	15	2	0.0589144726493915	1.0	0.1896383717459851	0.3	0.2083390456031505	42
tcf7l1b	20	3	3	14	2	0.0476558955422757	0.9182958340544894	0.12673240469524752	0.3	0.20396793685047274	43
unc5b	20	1	4	15	1	0.1151848044376249	0.0	0.1853827911982211	0.3	0.20366381251796	44
sp8b	20	4	5	11	1	0.0616747049638134	0.0	0.11050623663075919	0.3	0.19800059589191893	45
bhlha15	20	5	4	11	1	0.061439296653341594	0.0	0.0988827333471735	0.3	0.19241691438659517	46
msx3	20	2	4	14	3	0.0436737233209214	0.946394630357186	0.1368123629163027	0.3	0.18966220724235844	47
aldob	20	1	5	14	1	0.09275887319059091	0.0	0.16620158939416563	0.3	0.18259110850460175	48
foxa	20	1	5	14	2	0.04627969537470179	0.9709505944546688	0.16343532764032376	0.3	0.17955205934815846	49
grhl2b	20	2	5	13	3	0.0386372706190933	0.8649735207179272	0.12910968397553926	0.3	0.17898402686126116	50
foxg1a	20	5	3	12	1	0.065524102015337	0.0	0.09083569314130614	0.3	0.17675809718014174	51
pax6a	20	10	3	7	2	0.026688227665174702	0.9182958340544894	0.07097260959163812	0.3	0.1763603095270692	52
nrarpa	20	4	3	13	2	0.0369508673405296	0.9182958340544894	0.09826428021872363	0.3	0.1760659545687771	53
nop58	20	1	3	16	1	0.11317374425394999	0.0	0.15689212348607548	0.3	0.17236361485703708	54
hdlbpa	20	1	5	14	3	0.046071368383576	0.8649735207179272	0.15395134586408155	0.3	0.16913284042327437	55
itga6a	20	1	4	15	3	0.0466551669522086	0.946394630357186	0.14615203714331704	0.3	0.16056442401952611	56
mych	20	2	4	14	3	0.0326231322908173	0.946394630357186	0.1021952669718861	0.3	0.14167272233626751	57
gata2a	20	4	2	14	2	0.035683308246005005	1.0	0.07840424187878639	0.3	0.14048154281396233	58
snai2	20	4	3	13	1	0.0531059304075851	0.0	0.07362045186606056	0.3	0.13191014175986224	59
msx1b	20	2	4	14	2	0.0323460956240017	0.8112781244591328	0.09429338695874756	0.3	0.13071839063180757	60
rrbp1b	14	1	2	11	2	0.0538785278521252	1.0	0.11838322558738353	0.3	0.13005726640246856	61
emx3	20	3	3	14	1	0.0566135030498487	0.0	0.07848298004124897	0.3	0.1263134835591949	62
tdgf1	20	1	3	16	3	0.0395313068061503	0.9999999999999998	0.10960405542613301	0.3	0.12041236217901034	63
lmo2	20	3	3	14	2	0.0262988960208096	0.9182958340544894	0.06993725111284144	0.3	0.11255966343243098	64
fzd7a	20	1	4	15	2	0.0345937122099013	0.8112781244591328	0.10084550326152222	0.3	0.11079010914002826	65
noto	20	1	3	16	2	0.0354289404585237	0.9182958340544894	0.09421698551715106	0.3	0.10350793809040748	66
emx2	20	5	3	12	1	0.037943202130270005	0.0	0.05260044715602553	0.3	0.10235574396575776	67
anp32e	20	1	3	16	1	0.06607489618207721	0.0	0.09159925598879583	0.3	0.10063206826214705	68
zbtb18	20	5	3	12	1	0.0337246394832764	0.0	0.04675227754646729	0.3	0.09097573136912154	69
foxa2	20	4	2	14	2	0.021838901603454502	1.0	0.04798497134513761	0.3	0.08597752678828718	70
tbxta	20	5	2	13	2	0.0199588778385748	1.0	0.04385413692296775	0.3	0.08533621011646429	71
irx7	20	2	3	15	1	0.041029794454269394	0.0	0.05687937268986182	0.3	0.07885155362399214	72
fscn1a	20	1	3	16	3	0.0241580694028289	0.9999999999999998	0.06698039077736932	0.3	0.07358548040781006	73
notch1a	20	4	2	14	2	0.0180031750545651	1.0	0.03955701869997677	0.3	0.07087666283011462	74
foxb1a	20	6	2	12	2	0.015107575536435	1.0	0.0331947362726184	0.3	0.06902651357038918	75
foxh1	20	2	3	15	1	0.0309400761348307	0.0	0.0428920530783359	0.3	0.0594610113193521	76
cd63	20	1	3	16	1	0.038666101691501795	0.0	0.0536025987414172	0.3	0.05888847368186669	77
otx2a	20	1	3	16	2	0.0200745950116151	0.9182958340544894	0.053384826161714256	0.3	0.05864922604967008	78
tbxtb	20	1	3	16	1	0.0363431400878279	0.0	0.05038229016914606	0.3	0.05535060311106636	79
lhx5	20	4	2	14	1	0.024183077018238602	0.0	0.02656782559004428	0.3	0.04760315307776128	80
spon1b	20	2	2	16	2	0.015480233942342	1.0	0.0340135504810282	0.3	0.047152793233516135	81
olig4	20	1	2	17	1	0.0385979213296432	0.0	0.04240415068979097	0.3	0.04658572103833866	82
myod1	20	8	2	10	1	0.0181558749995023	0.0	0.01994626738597534	0.3	0.04592797794382013	83
dmd	14	1	2	11	1	0.0364589685956929	0.0	0.04005427093139292	0.3	0.04400411425887012	84
foxd3	20	2	2	16	2	0.0134759051148928	1.0	0.029609589920293333	0.3	0.041047607541575	85
hoxb1b	20	4	2	14	2	0.0103026620184681	1.0	0.02263726219896649	0.3	0.04056052890239651	86
rreb1a	20	2	2	16	2	0.0128127068410449	1.0	0.02815239437334777	0.3	0.03902750557179535	87
ackr3b	20	1	2	17	2	0.0159563075069976	1.0	0.03505959101790955	0.3	0.038516897527953516	88
uncx4.1	20	4	2	14	1	0.0179008614263497	0.0	0.019666106340732726	0.3	0.035236932258853756	89
sox5	20	10	2	8	1	0.0123169103800079	0.0	0.013531509101900476	0.3	0.03362453694897935	90
atp2b1a	20	3	2	15	1	0.0167254881740844	0.0	0.018374826842022268	0.3	0.029573142953962392	91
lmnb1	16	1	2	13	1	0.0243689967017051	0.0	0.02677207923900586	0.3	0.029412135245168215	92
six4b	20	8	2	10	1	0.0115131735403313	0.0	0.012648513932976495	0.3	0.029124279630599166	93
foxd5	20	3	2	15	1	0.016044514811860998	0.0	0.017626701138027997	0.3	0.02836908108268756	94
lima1a	20	2	2	16	1	0.0181417593218923	0.0	0.019930759729090117	0.3	0.027629899825273026	95
gata6	20	6	2	12	1	0.0105193695522881	0.0	0.011556708659184858	0.3	0.024031500071000068	96
pmp22b	20	5	2	13	1	0.011211195779348801	0.0	0.012316757453856639	0.3	0.023967303332912315	97
bmp4	20	2	2	16	1	0.0156376961198015	0.0	0.01717976512367155	0.3	0.023816211516310026	98
ved	20	3	2	15	1	0.012860628744972999	0.0	0.014128844779225666	0.3	0.022739498446582393	99
zswim5	20	1	2	17	1	0.018555991774783502	0.0	0.020385840592201523	0.3	0.02239613498942177	100
pbx4	20	5	1	14	1	0.0163439499054829	0.0	0.011328762796198457	0.3	0.022044754501362826	101
tcf3b	20	1	2	17	1	0.0173243528007281	0.0	0.019032746880101675	0.3	0.020909609609589326	102
dact2	20	3	1	16	1	0.0146122558673797	0.0	0.010128443956094756	0.3	0.016301101696902926	103
sox2	20	11	1	8	1	0.008891577429234	0.0	0.006163171825803994	0.3	0.015808223614521	104
rasgef1ba	20	6	1	13	1	0.0105184044866221	0.0	0.007290802413891188	0.3	0.01516079741162496	105
sox3	20	5	1	14	1	0.0107054720297075	0.0	0.007420467753955108	0.3	0.01443956351315893	106
mab21l2	20	10	1	9	1	0.0083207870134417	0.0	0.005767530058406922	0.3	0.014331773794987535	107
myclb	20	4	1	15	1	0.010271234147951	0.0	0.007119476990523267	0.3	0.01275639031372132	108
mycn	20	12	1	7	1	0.0068705176502158	0.0	0.004762279938234422	0.3	0.01256792977667725	109
her9	20	11	1	8	1	0.0069405862553536	0.0	0.004810847794331456	0.3	0.012339580958915719	110
krt4	20	17	1	2	1	0.0057292852456454	0.0	0.003971237914642802	0.3	0.011693067711417916	111
raraa	20	2	1	17	1	0.0112567949856172	0.0	0.007802615706421892	0.3	0.01081672215579816	112
lbx2	20	5	1	14	1	0.0078774131182184	0.0	0.005460206692999011	0.3	0.010625071619846525	113
tfap2c	20	9	1	10	1	0.0061210388558427	0.0	0.004242780825025241	0.3	0.010173744083847596	114
krt99	20	12	1	7	1	0.0054369588901599	0.0	0.003768612725534664	0.3	0.00994558503580359	115
tshz3b	20	2	1	17	1	0.0097950924766575	0.0	0.006789440733519078	0.3	0.009412163404035192	116
fbln2	20	4	1	15	1	0.0073882998044635	0.0	0.00512117917859547	0.3	0.009175921286861986	117
dld	20	9	1	10	1	0.0055105051544039	0.0	0.003819591111236109	0.3	0.00915897946965574	118
twist2	20	3	1	16	1	0.0080635100605585	0.0	0.0055891992638928785	0.3	0.008995469195457965	119
znf185	20	3	1	16	1	0.0073596025712419	0.0	0.005101287772298047	0.3	0.00821020594297297	120
mef2d	20	5	1	14	1	0.0060631747825504	0.0	0.004202672505766969	0.3	0.00817802308212767	121
pax3a	20	3	1	16	1	0.0073208359466173	0.0	0.005074416795739679	0.3	0.008166958774555805	122
her6	20	5	1	14	1	0.0057428415473809	0.0	0.003980634426969585	0.3	0.007745956931119097	123
fn1b	20	7	1	12	1	0.005065180975752	0.0	0.0035109159123683713	0.3	0.007714270731616602	124
klf7a	20	1	1	18	1	0.0097536283588518	0.0	0.006760699997167651	0.3	0.007427388096886836	125
tbx16l	20	4	1	15	1	0.0059713983153494	0.0	0.004139057906284844	0.3	0.007416196197269116	126
vgll4l	20	5	1	14	1	0.005471692784165	0.0	0.0037926884262341667	0.3	0.007380230900813689	127
chrd	20	1	1	18	1	0.009325912932149	0.0	0.006464230255066612	0.3	0.00710168279499637	128
etv4	20	1	1	18	1	0.009072476281386	0.0	0.006288561355139683	0.3	0.006908690782799837	129
ism1	20	3	1	16	1	0.0053137812941403	0.0	0.0036832325221455263	0.3	0.005927934061451282	130
cxcr4a	20	1	1	18	1	0.007750234734308	0.0	0.005372053354763347	0.3	0.0059018038309237575	131
ripply1	20	1	1	18	1	0.0076601798411339	0.0	0.005309632059464092	0.3	0.0058332270288334155	132
bmp2b	20	2	1	17	1	0.0060402436810451	0.0	0.004186777877411437	0.3	0.00580410656271698	133
six3b	20	2	1	17	1	0.0060032119181045	0.0	0.004161109415337995	0.3	0.005768522518485948	134
efemp2b	20	3	1	16	1	0.005143720178126	0.0	0.0035653551390573365	0.3	0.005738217732090631	135
lef1	20	1	1	18	1	0.0075158784118831	0.0	0.00520960993062813	0.3	0.005723341488955482	136
skia	20	1	1	18	1	0.0070534961600772	0.0	0.004889110976447912	0.3	0.005371237399387817	137
arl4d	20	2	1	17	1	0.005244473482169	0.0	0.003635192007686841	0.3	0.005039446181844361	138
her12	20	1	1	18	1	0.0059052936325168	0.0	0.004093237631757618	0.3	0.00449688116268767	139
bmp7a	20	1	1	18	1	0.0058547792925425	0.0	0.004058223759426585	0.3	0.004458414492270941	140
rfx2	20	1	1	18	1	0.005308299094242	0.0	0.0036794325507427538	0.3	0.004042269815571438	141
