gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score	core_threshold	mixed_complexity_score	threshold_rank
smtnl	20	1	5	14	2	0.034330899874907	0.7219280948873623	0.10592047204451367	0.25	0.11636553220962971	56
lamc1	20	2	4	14	1	0.049204556598350095	0.0	0.07919167885389411	0.25	0.10978297784277068	57
noto	20	1	3	16	2	0.0354289404585237	0.9182958340544894	0.09421698551715106	0.25	0.10350793809040748	58
sox10	20	8	3	9	1	0.032136412605856896	0.0	0.04455052758212158	0.25	0.10258138069561322	59
emx2	20	5	3	12	1	0.037943202130270005	0.0	0.05260044715602553	0.25	0.10235574396575776	60
anp32e	20	1	3	16	1	0.06607489618207721	0.0	0.09159925598879583	0.25	0.10063206826214705	61
snai2	20	6	2	12	1	0.0417637375526915	0.0	0.04588215529609669	0.25	0.09540925974450894	62
msx1b	20	3	3	14	2	0.0218194792429917	0.9182958340544894	0.058025036403089474	0.25	0.093387693457501	63
tfap2a	20	11	2	7	1	0.0319545620949168	0.0	0.035105674596483775	0.25	0.09004427749950485	64
gata5	20	9	2	9	2	0.0168970942811195	1.0	0.03712671084004305	0.25	0.08902596441789125	65
nrarpa	20	5	2	13	2	0.0203241705302444	1.0	0.0446567670030255	0.25	0.08689805613518575	66
tbxtb	20	3	3	14	1	0.0363431400878279	0.0	0.05038229016914606	0.25	0.08108716791347953	67
epha2a	20	1	3	16	2	0.0270286900668287	0.9182958340544894	0.0718780089840733	0.25	0.07896606395489973	68
pax6a	20	11	2	7	2	0.0115141834092694	1.0	0.02529924677480367	0.25	0.06489128675929352	69
zgc:174154	14	10	2	2	2	0.0113973716506437	1.0	0.025042585107829415	0.25	0.062228486262327264	70
lmo2	20	4	2	14	2	0.0156571571560957	1.0	0.03440229051458914	0.25	0.06164062979264958	71
csrp1a	20	3	2	15	2	0.017407345227719702	1.0	0.03824784676052208	0.25	0.06155753464535402	72
foxi1	20	4	2	14	2	0.015566682235080901	1.0	0.03420349679450287	0.25	0.061284439262261944	73
emx3	20	5	2	13	1	0.0285431245921344	0.0	0.03135782743390378	0.25	0.06101951465595849	74
foxh1	20	2	3	15	1	0.0309400761348307	0.0	0.0428920530783359	0.25	0.0594610113193521	75
cd63	20	1	3	16	1	0.038666101691501795	0.0	0.0536025987414172	0.25	0.05888847368186669	76
spon1b	20	2	2	16	2	0.015480233942342	1.0	0.0340135504810282	0.25	0.047152793233516135	77
hoxb1b	20	6	2	12	2	0.0103026620184681	1.0	0.02263726219896649	0.25	0.04707286340642955	78
dmd	14	1	2	11	1	0.0364589685956929	0.0	0.04005427093139292	0.25	0.04400411425887012	79
otx2a	20	3	2	15	2	0.0122229207093561	1.0	0.026856501789429083	0.25	0.04322387217526142	80
foxa	20	4	2	14	2	0.010744942621515	1.0	0.023609052010060225	0.25	0.04230174249852305	81
fscn1a	20	2	2	16	2	0.0136474886492381	1.0	0.029986597479023037	0.25	0.041570250994341564	82
foxd3	20	2	2	16	2	0.0134759051148928	1.0	0.029609589920293333	0.25	0.041047607541575	83
atp2b1a	20	7	2	11	1	0.0167254881740844	0.0	0.018374826842022268	0.25	0.0403736211415886	84
irx7	20	3	2	15	1	0.0219627783304982	0.0	0.024128578167178994	0.25	0.03883344847538757	85
ackr3b	20	1	2	17	2	0.0159563075069976	1.0	0.03505959101790955	0.25	0.038516897527953516	86
uncx4.1	20	5	2	13	1	0.0179008614263497	0.0	0.019666106340732726	0.25	0.03826847592083286	87
stox1	20	1	2	17	2	0.0154571965941257	1.0	0.03396293225333069	0.25	0.0373120947327116	88
klf3	20	3	2	15	1	0.0205260438529285	0.0	0.022550164014567765	0.25	0.03629308889665251	89
lhfpl6	20	10	2	8	1	0.011918660660210599	0.0	0.013093987065772531	0.25	0.03253733553197623	90
six4b	20	11	2	7	1	0.0115131735403313	0.0	0.012648513932976495	0.25	0.03244279768523135	91
olig4	20	4	1	15	1	0.0259256930276675	0.0	0.01797032102619036	0.25	0.03219849286374459	92
rrbp1b	14	2	1	11	1	0.0302821000859928	0.0	0.020989952296039987	0.25	0.029098252508175732	93
foxd5	20	3	2	15	1	0.016044514811860998	0.0	0.017626701138027997	0.25	0.02836908108268756	94
gata6	20	6	2	12	1	0.0105193695522881	0.0	0.011556708659184858	0.25	0.024031500071000068	95
pbx4	20	6	1	13	1	0.0163439499054829	0.0	0.011328762796198457	0.25	0.023557499974252088	96
lhx5	20	5	1	14	1	0.0169210851285598	0.0	0.011728802448876046	0.25	0.02282319572153271	97
foxa2	20	5	1	14	1	0.0157577353954862	0.0	0.010922429861390914	0.25	0.021254067119625398	98
tcf3b	20	1	2	17	1	0.0173243528007281	0.0	0.019032746880101675	0.25	0.020909609609589326	99
dact2	20	4	1	15	1	0.0146122558673797	0.0	0.010128443956094756	0.25	0.018147735366878442	100
sox3	20	9	1	10	1	0.0107054720297075	0.0	0.007420467753955108	0.25	0.017793504549161697	101
foxg1a	20	7	1	12	1	0.0115450110622051	0.0	0.008002391867300843	0.25	0.017583052088308897	102
rasgef1ba	20	8	1	11	1	0.0105184044866221	0.0	0.007290802413891188	0.25	0.016787692954190855	103
tlcd5a	20	2	2	16	1	0.010765252818409201	0.0	0.011826839036923352	0.25	0.01639548026675944	104
meis2a	20	4	1	15	1	0.0129365807751572	0.0	0.008966954490386205	0.25	0.01606662561828651	105
mab21l2	20	11	1	8	1	0.0083207870134417	0.0	0.005767530058406922	0.25	0.014793422517450935	106
foxb1a	20	9	1	10	1	0.0088501806317656	0.0	0.006134477752354562	0.25	0.014709835203457778	107
lima1a	20	4	1	15	1	0.01170609601564	0.0	0.008114047448604876	0.25	0.014538421349803527	108
her9	20	17	1	2	1	0.0069405862553536	0.0	0.004810847794331456	0.25	0.014165247768466432	109
myclb	20	5	1	14	1	0.010271234147951	0.0	0.007119476990523267	0.25	0.013853862531825004	110
zbtb18	20	8	1	11	1	0.0082237189461361	0.0	0.005700247601231642	0.25	0.013125305152971048	111
tshz3b	20	4	1	15	1	0.0097950924766575	0.0	0.006789440733519078	0.25	0.012165044725045478	112
hivep2a	20	1	1	18	1	0.0154348836939895	0.0	0.010698646114759494	0.25	0.01175366409378611	113
zswim5	20	3	1	16	1	0.0102696107128644	0.0	0.007118351711070168	0.25	0.011456545117836477	114
sox5	20	12	1	7	1	0.0062596726918175	0.0	0.004338874477561383	0.25	0.011450538492288944	115
lbx2	20	6	1	13	1	0.0078774131182184	0.0	0.005460206692999011	0.25	0.011354180623580422	116
raraa	20	2	1	17	1	0.0112567949856172	0.0	0.007802615706421892	0.25	0.01081672215579816	117
tcf7l2	20	9	1	10	1	0.006379674566345	0.0	0.0044220534385520285	0.25	0.010603621036365689	118
krt99	20	13	1	6	1	0.0054369588901599	0.0	0.003768612725534664	0.25	0.010205592449260495	119
itga6a	20	5	1	14	1	0.0074124942777303	0.0	0.005137949509525485	0.25	0.00999798809591941	120
notch1a	20	7	1	12	1	0.0065170783520661	0.0	0.004517294485222872	0.25	0.00992551046599706	121
her6	20	9	1	10	1	0.0057428415473809	0.0	0.003980634426969585	0.25	0.00954514447516882	122
pmp22b	20	7	1	12	1	0.0060588201645852	0.0	0.004199654114601975	0.25	0.00922758323691464	123
fbln2	20	4	1	15	1	0.0073882998044635	0.0	0.00512117917859547	0.25	0.009175921286861986	124
myod1	20	11	1	8	1	0.0051261147339452	0.0	0.0035531519750609092	0.25	0.00911365487539567	125
twist2	20	3	1	16	1	0.0080635100605585	0.0	0.0055891992638928785	0.25	0.008995469195457965	126
chrd	20	2	1	17	1	0.009325912932149	0.0	0.006464230255066612	0.25	0.008961325951579436	127
tbx16l	20	6	1	13	1	0.0059713983153494	0.0	0.004139057906284844	0.25	0.008606928953747069	128
lmnb1	16	2	1	13	1	0.0087421448074887	0.0	0.0060595930253575575	0.25	0.0084003796417346	129
pax3a	20	3	1	16	1	0.0073208359466173	0.0	0.005074416795739679	0.25	0.008166958774555805	130
gbx1	20	2	1	17	1	0.0081998661920974	0.0	0.005683714132021128	0.25	0.007879300851438323	131
klf7a	20	1	1	18	1	0.0097536283588518	0.0	0.006760699997167651	0.25	0.007427388096886836	132
admp	20	1	1	18	1	0.0095551576246399	0.0	0.006623130567325011	0.25	0.007276252630716647	133
lef1	20	2	1	17	1	0.0075158784118831	0.0	0.00520960993062813	0.25	0.00722205287046396	134
rreb1a	20	3	1	16	1	0.0062597581183809	0.0	0.0043389336907429495	0.25	0.0069832443814193184	135
etv4	20	1	1	18	1	0.009072476281386	0.0	0.006288561355139683	0.25	0.006908690782799837	136
skia	20	2	1	17	1	0.0070534961600772	0.0	0.004889110976447912	0.25	0.006777746977539102	137
efemp2b	20	4	1	15	1	0.005143720178126	0.0	0.0035653551390573365	0.25	0.006388258831566892	138
ved	20	4	1	15	1	0.0050858760504005	0.0	0.0035252606450124568	0.25	0.00631641914219807	139
bmp4	20	3	1	16	1	0.0054327388769316	0.0	0.003765687635263542	0.25	0.006060640446577459	140
ripply1	20	1	1	18	1	0.0076601798411339	0.0	0.005309632059464092	0.25	0.0058332270288334155	141
bmp2b	20	2	1	17	1	0.0060402436810451	0.0	0.004186777877411437	0.25	0.00580410656271698	142
rfx2	20	2	1	17	1	0.005308299094242	0.0	0.0036794325507427538	0.25	0.005100776597215655	143
arl4d	20	2	1	17	1	0.005244473482169	0.0	0.003635192007686841	0.25	0.005039446181844361	144
efnb2a	20	1	1	18	1	0.0060462012025092	0.0	0.004190907316617402	0.25	0.004604182278704971	145
her12	20	1	1	18	1	0.0059052936325168	0.0	0.004093237631757618	0.25	0.00449688116268767	146
bmp7a	20	1	1	18	1	0.0058547792925425	0.0	0.004058223759426585	0.25	0.004458414492270941	147
