gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score	core_threshold	mixed_complexity_score	threshold_rank
zic3	20	3	11	6	3	0.18751577659801869	0.7219280948873623	0.8023482379103953	0.2	1.2913296730676855	1
meis1b	20	8	5	7	2	0.1097702964922853	0.7219280948873623	0.3386722067669244	0.2	0.7798215747129174	2
aplnra	20	6	4	10	2	0.1225238426361501	0.8112781244591328	0.35717411583951436	0.2	0.742722694089452	3
pcdh10b	20	5	5	10	1	0.17829245134572497	0.0	0.319457187990585	0.2	0.6216349842995504	4
lhx1a	20	4	5	11	2	0.10289603496064481	0.7219280948873623	0.31746317848505873	0.2	0.5688176561818401	5
xbp1	20	5	5	10	2	0.0922792598729857	0.7219280948873623	0.28470744435129586	0.2	0.5540151054747874	6
foxa3	20	9	4	7	2	0.0612847551223687	1.0	0.19726801669636024	0.2	0.4730280447105123	7
lmo4a	20	2	5	13	1	0.18178934485162507	0.0	0.3257227800426636	0.2	0.451547653261439	8
efnb2b	20	7	4	9	3	0.0625940556570553	0.946394630357186	0.19608222079050416	0.2	0.43083667469956277	9
id3	20	3	5	12	4	0.06921985526595349	0.9609640474436812	0.24320921532090942	0.2	0.39143013179082004	10
tcf7l1a	20	8	4	8	3	0.0535353739419016	0.946394630357186	0.16770498257680713	0.2	0.3861549929021823	11
tuba8l2	20	7	5	8	2	0.0565532987031534	0.7219280948873623	0.17448281624248038	0.2	0.3833779321708172	12
creb3l1	20	1	5	14	3	0.0942043161013186	0.8649735207179272	0.3147916321750388	0.2	0.34583395547738915	13
rxraa	20	2	6	12	3	0.0687106894388209	0.8649735207179272	0.24935596367710086	0.2	0.3456807663571812	14
tram1	20	4	4	12	3	0.0573076851023324	0.946394630357186	0.17952212946217116	0.2	0.32166047539982995	15
pax2a	20	4	4	12	2	0.051705671856700795	0.8112781244591328	0.15072925588979438	0.2	0.27007057153023767	16
ntd5	20	3	5	12	4	0.0450126007078179	0.9609640474436812	0.15815518908035678	0.2	0.2545409573541098	17
foxc1a	20	10	2	8	2	0.0439306433220919	1.0	0.09652548920549159	0.2	0.23985683000076588	18
dlx3b	20	9	5	6	1	0.0547965543780642	0.0	0.09818224518796656	0.2	0.23543074160895558	19
btg2	20	1	2	17	1	0.19387602272311422	0.0	0.21299458104171096	0.2	0.23399846415213926	20
ephb3a	20	2	4	14	2	0.0494731960368556	1.0	0.15924807470199975	0.2	0.22076470797858136	21
nop58	20	2	3	15	1	0.11317374425394999	0.0	0.15689212348607548	0.2	0.217498666092872	22
hdlbpa	20	3	4	13	3	0.0395732081583493	0.946394630357186	0.12396708374366862	0.2	0.1995173244709533	23
nog1	20	4	3	13	1	0.0797768774137895	0.0	0.11059423530648914	0.2	0.1981582683524376	24
akap12b	20	2	5	13	1	0.0752376092680993	0.0	0.1348076988481974	0.2	0.18688315274880443	25
fzd7a	20	7	3	10	2	0.0294141167957266	0.9182958340544894	0.07822162842795445	0.2	0.17187048446116304	26
osr1	20	6	4	10	1	0.046647377482097095	0.0	0.07507605783531181	0.2	0.1561162734483053	27
msx3	20	3	3	14	3	0.0321704105773814	0.9999999999999998	0.08919531755667102	0.2	0.14355432568730528	28
sp8b	20	10	3	7	1	0.0407497773541494	0.0	0.056491186562948326	0.2	0.14037532514468481	29
bhlha15	20	6	3	11	1	0.0466154874303089	0.0	0.06462278736549236	0.2	0.13437930858694763	30
bambia	20	9	3	8	1	0.039332630474949504	0.0	0.05452660383543486	0.2	0.13074908557873877	31
