model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.005791494882697184	0.9217733278489892	0.9643774863768642		
spatial_mean	0.07448711716362105	-0.006109719830892146	0.0		
best_single	0.006340025666830606	0.9143642324972278	0.9635572136931523	1.0	
global_elastic_net	0.005791494827551042	0.9217733285938572	0.9643774886184032		[0.0, 1.2908869016083335, 0.22775575308248308, 0.0]
