gene	n_links_raw	n_links_pass_filter	latent_mask_fraction	control_p99	mask_low_center	mask_high_center	note	n_enhancers_retained	median_difference_structure_score	mean_difference_structure_score	top3_mean_difference_structure_score	max_difference_structure_score	std_difference_structure_score	divergent_fraction_top10pct	gene_divergence_score	absolute_divergence_score	rank_eligible	global_divergent_threshold_top10pct	eligible_rank	absolute_rank	rank_eligible_maskgt2pct	absolute_rank_maskgt2pct
PIP4K2B	45	0	0.007686294945284	0.9949189746379852	0.0100165680544596	0.2520208940049014	raw links exist but all filtered out										False	0.8145272979243852			False	
PIP4K2C	39	0	0.0	0.0	0.0005282145890478	0.4184124461655927	raw links exist but all filtered out										False	0.8145272979243852			False	
PIP4P1	20	0	0.0	0.0	0.002851199064832	0.4067204720752334	raw links exist but all filtered out										False	0.8145272979243852			False	
PIP4P2	23	0	0.0	0.0	0.0022272370635187	0.2782486181600953	raw links exist but all filtered out										False	0.8145272979243852			False	
PIP5K1A	47	0	0.0	0.0	0.000844726451851	0.3970036651701735	raw links exist but all filtered out										False	0.8145272979243852			False	
PIP5K1B	54	0	0.0	0.0	0.0003023449866083	0.4726996247817943	raw links exist but all filtered out										False	0.8145272979243852			False	
PIP5K1C	36	0	0.0024752475247524	0.7369563883543013	0.0048713215442205	0.3944506397439816	raw links exist but all filtered out										False	0.8145272979243852			False	
PIP5KL1	48	0	0.0	0.0	0.0009430815808121	0.403003584293314	raw links exist but all filtered out										False	0.8145272979243852			False	
PIPOX	81	0	0.0	0.0	0.0006296592851321	0.4655196253497174	raw links exist but all filtered out										False	0.8145272979243852			False	
PIR	22	0	0.0	0.0	0.0003124657962267	0.3290355415810011	raw links exist but all filtered out										False	0.8145272979243852			False	
PIRT	36	0	0.0	0.0	2.8993135620615003e-06	0.6261047814995953	raw links exist but all filtered out										False	0.8145272979243852			False	
PISD	30	0	0.0	0.0	0.0021452712983485	0.4235379915015597	raw links exist but all filtered out										False	0.8145272979243852			False	
PITHD1	30	0	0.0022146951537258	0.793042938709259	0.0080288965033631	0.3761160134204586	raw links exist but all filtered out										False	0.8145272979243852			False	
PITPNA	42	0	0.000911933298593	0.5408698165416718	0.005937862622034	0.3818100943890132	raw links exist but all filtered out										False	0.8145272979243852			False	
PITPNB	61	0	0.0	0.0	0.0027561840435278	0.4215301749927977	raw links exist but all filtered out										False	0.8145272979243852			False	
PITPNC1	78	0	0.0	0.0	0.0037497874215244	0.3304556040823829	raw links exist but all filtered out										False	0.8145272979243852			False	
PITPNM2	75	0	0.0	0.0	0.0011191549874231	0.4919401187596384	raw links exist but all filtered out										False	0.8145272979243852			False	
PITRM1	55	0	0.0	0.0	0.0015687161015007	0.4170155687576926	raw links exist but all filtered out										False	0.8145272979243852			False	
PITX1	19	0	0.0	0.0	6.978367080074361e-06	0.7017582231841905	raw links exist but all filtered out										False	0.8145272979243852			False	
PITX2	19	0	0.0	0.0	0.0003100947910074	0.4892500502939073	raw links exist but all filtered out										False	0.8145272979243852			False	
PITX3	34	0	0.0	0.0	1.4750659046841736e-05	0.7732110149728095	raw links exist but all filtered out										False	0.8145272979243852			False	
PIWIL1	47	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PIWIL2	38	0	0.0	0.0	1.6052049866001314e-05	0.7175347896464593	raw links exist but all filtered out										False	0.8145272979243852			False	
PIWIL3	29	0	0.0	0.0	4.6090859512211375e-19	0.6988346202774398	raw links exist but all filtered out										False	0.8145272979243852			False	
PIWIL4	39	0	0.0	0.0	0.0001621688936442	0.4346614243451593	raw links exist but all filtered out										False	0.8145272979243852			False	
PJA1	53	0	0.0014330380406461	0.9300769793987272	0.005993209858184	0.3696867538021632	raw links exist but all filtered out										False	0.8145272979243852			False	
PJVK	22	0	0.0	0.0	0.0002905422898814	0.6634587588414286	raw links exist but all filtered out										False	0.8145272979243852			False	
PKD1	50	0	0.0	0.0	0.0018768598997983	0.287429016264029	raw links exist but all filtered out										False	0.8145272979243852			False	
PKD1L1	59	0	0.0	0.0	0.0001296138445022	0.5288086783692043	raw links exist but all filtered out										False	0.8145272979243852			False	
PKD1L3	22	0	0.0	0.0	0.0001457303933564	0.5717835784621722	raw links exist but all filtered out										False	0.8145272979243852			False	
PKD2	28	0	0.0	0.0	0.0008040475285858	0.44229544667632	raw links exist but all filtered out										False	0.8145272979243852			False	
PKD2L1	26	0	0.0	0.0	5.651351451486538e-05	0.513557877222342	raw links exist but all filtered out										False	0.8145272979243852			False	
PKD2L2	26	0	0.0	0.0	0.0002950125834344	0.6181042999854177	raw links exist but all filtered out										False	0.8145272979243852			False	
PKDCC	49	0	0.0	0.0	0.0012167138587681	0.4103620739379883	raw links exist but all filtered out										False	0.8145272979243852			False	
PKDREJ	32	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PKHD1	59	0	0.0	0.0	0.0001864079220197	0.714253796986051	raw links exist but all filtered out										False	0.8145272979243852			False	
PKHD1L1	43	0	0.0	0.0	3.458009776745955e-05	0.6603086154134515	raw links exist but all filtered out										False	0.8145272979243852			False	
PKIA	22	0	0.0218863991662324	1.5869552254676822	0.0138635543980769	0.3380229039323661	raw links exist but all filtered out										False	0.8145272979243852			False	
PKIB	40	0	0.0	0.0	0.001017546917068	0.4553960922131476	raw links exist but all filtered out										False	0.8145272979243852			False	
PKIG	46	0	0.0011724856696195	0.6636617064476011	0.0038301966861509	0.3248357344057309	raw links exist but all filtered out										False	0.8145272979243852			False	
PKLR	44	0	0.0	0.0	1.1086203150664392e-05	0.7183088995484725	raw links exist but all filtered out										False	0.8145272979243852			False	
PKM	37	0	0.0340020844189682	1.0809714889526367	0.0147402039114063	0.3614409163562402	raw links exist but all filtered out										False	0.8145272979243852			False	
PKMYT1	41	0	0.0	0.0	4.734221633890218e-05	0.5769631046562035	raw links exist but all filtered out										False	0.8145272979243852			False	
PKN2	27	0	0.0	0.0	0.0015459135891167	0.4440125831874496	raw links exist but all filtered out										False	0.8145272979243852			False	
PKN3	31	0	0.0	0.0	5.942709596110703e-05	0.7182175500247444	raw links exist but all filtered out										False	0.8145272979243852			False	
PKNOX1	26	0	0.0	0.0	0.0019227114103329	0.3853007697174234	raw links exist but all filtered out										False	0.8145272979243852			False	
PKNOX2	109	0	0.0	0.0	0.0023351650975001	0.4448050886856541	raw links exist but all filtered out										False	0.8145272979243852			False	
PKP1	41	0	0.0	0.0	6.935779486836536e-05	0.7377504315677474	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA1A	16	0	0.0	0.0	3.077297549393938e-05	0.6747861330842907	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G10	14	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G12A	18	0	0.0	0.0	0.0016599688325073	0.3201854293278958	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G12B	16	0	0.0	0.0	0.0	1.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G15	33	0	0.0	0.0	0.0015884571124436	0.4593136030526072	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G1B	38	0	0.0	0.0	0.0	0.6381901717504739	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G2C	53	0	0.0	0.0	7.889204674631799e-05	0.8082153818989407	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G2D	39	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G2F	46	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G3	28	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G4A	24	0	0.0001302761855132	0.5126791596412659	0.0001407747780028	0.6943048989503654	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G4B	21	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G4C	19	0	0.0	0.0	0.0004759890826321	0.5867194043558375	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G4D	37	0	0.0	0.0	4.028740400960785e-05	1.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G4E	42	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G4F	34	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G5	41	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G6	59	0	0.0005211047420531	0.99682833135128	0.0006254893127194	0.4217113598228871	raw links exist but all filtered out										False	0.8145272979243852			False	
PLA2G7	20	0	0.0	0.0	9.293478468509112e-05	0.4456044389167906	raw links exist but all filtered out										False	0.8145272979243852			False	
PLAA	22	0	0.0	0.0	0.0011010163862358	0.3897977632150813	raw links exist but all filtered out										False	0.8145272979243852			False	
PLAAT1	29	0	0.0	0.0	0.0003581698088111	0.3854370642708106	raw links exist but all filtered out										False	0.8145272979243852			False	
PLAAT5	20	0	0.0	0.0	0.0003670705027887	0.7996575618816497	raw links exist but all filtered out										False	0.8145272979243852			False	
PLAC1	23	0	0.0	0.0	0.0002504508445475	0.6923453323591428	raw links exist but all filtered out										False	0.8145272979243852			False	
PLAC8	14	0	0.0	0.0	0.0001414457286322	0.751566859594934	raw links exist but all filtered out										False	0.8145272979243852			False	
PLAC8L1	33	0	0.0	0.0	8.426808476116383e-05	0.4991901507207569	raw links exist but all filtered out										False	0.8145272979243852			False	
PLAC9	28	0	0.0	0.0	0.0014321564032748	0.3803092483455269	raw links exist but all filtered out										False	0.8145272979243852			False	
PLAG1	17	0	0.0	0.0	0.0001668608852385	0.3537550093624868	raw links exist but all filtered out										False	0.8145272979243852			False	
PLAGL1	33	0	0.0001302761855132	0.53457111120224	0.0010986840409723	0.4186216042698369	raw links exist but all filtered out										False	0.8145272979243852			False	
PLAGL2	41	0	0.0	0.0	0.0003544528426956	0.412710325831731	raw links exist but all filtered out										False	0.8145272979243852			False	
PLAT	41	0	0.0	0.0	0.0003716742555564	0.5818017239303891	raw links exist but all filtered out										False	0.8145272979243852			False	
PLAU	34	0	0.0	0.0	0.0001935606155995	0.732163361249831	raw links exist but all filtered out										False	0.8145272979243852			False	
PLAUR	42	0	0.0	0.0	0.0003067540669143	0.4138236900111509	raw links exist but all filtered out										False	0.8145272979243852			False	
PLBD1	19	0	0.0	0.0	0.0001401924511044	0.6445764351451918	raw links exist but all filtered out										False	0.8145272979243852			False	
PLBD2	52	0	0.0	0.0	0.001078477319232	0.4532104943672804	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCB1	113	0	0.0005211047420531	0.8490933370590209	0.0032317963131342	0.276818449881106	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCB2	46	0	0.0	0.0	0.0007347223234227	0.5483213944619398	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCB3	58	0	0.0	0.0	0.0002832543705225	0.5460494630590047	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCB4	82	0	0.0	0.0	0.0015846041446238	0.3260446031736518	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCD1	41	0	0.0	0.0	0.0006938433996172	0.5115402513881964	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCD3	63	0	0.0001302761855132	0.8991184830665588	0.0004568351036752	0.3521742752471838	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCD4	22	0	0.0	0.0	7.425345975556024e-05	0.4051306143467517	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCE1	61	0	0.0	0.0	0.0006465570212987	0.3958185709998333	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCG1	41	0	0.0	0.0	0.0027083366115187	0.3608694221245578	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCG2	76	0	0.0	0.0	0.0001449625907209	0.6474086720531633	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCH1	50	0	0.0	0.0	0.0010034519170588	0.4547523013788901	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCH2	72	0	0.0	0.0	0.0008520908263487	0.5274781498197935	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCL2	56	0	0.0	0.0	0.0022261835873953	0.4601187641171377	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCXD1	18	0	0.0	0.0	0.0014142136733177	0.4684123912465707	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCXD3	42	0	0.0	0.0	0.0014190979815362	0.4090899385463876	raw links exist but all filtered out										False	0.8145272979243852			False	
PLCZ1	19	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLD2	34	0	0.0	0.0	0.0002694629864665	0.4583339013078458	raw links exist but all filtered out										False	0.8145272979243852			False	
PLD3	42	0	0.0818134445023449	1.3862943649291992	0.0234847797388179	0.3847948824535395	raw links exist but all filtered out										False	0.8145272979243852			False	
PLD4	43	0	0.0	0.0	0.0001126759441	0.6804406799484088	raw links exist but all filtered out										False	0.8145272979243852			False	
PLD5	78	0	0.0	0.0	0.001221407620213	0.3923564665949171	raw links exist but all filtered out										False	0.8145272979243852			False	
PLD6	38	0	0.0	0.0	0.00066431586558	0.4619542864519414	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEC	51	0	0.0	0.0	0.0031730990945695	0.3542833091690709	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEK2	31	0	0.0	0.0	1.173045579132792e-05	1.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHA1	45	0	0.0	0.0	0.0018692038148088	0.3930575895774359	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHA2	33	0	0.0	0.0	0.0005090016384938	0.7324830030558283	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHA3	19	0	0.0002605523710265	0.6048121732473374	0.0018943370510297	0.3879800108229721	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHA4	49	0	0.0	0.0	0.0004577881850637	0.4608538119715849	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHA5	53	0	0.0015633142261594	0.6193699324131012	0.0025135291688585	0.3602274891140266	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHA7	48	0	0.0006513809275664	0.456915316581726	0.0027011982771913	0.4328591382647822	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHB1	24	0	0.0007816571130797	0.624363186955452	0.0009511357536643	0.4270874415444946	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHD1	43	0	0.0	0.0	0.0001368848711038	0.6539946081415778	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHF1	38	0	0.0	0.0	0.0001354729820424	0.5975275581830883	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHF2	33	0	0.0	0.0	0.0003404839852486	0.6680115841378076	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHG1	61	0	0.0	0.0	0.0011277703243664	0.3164655816351019	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHG2	40	0	0.0	0.0	0.001252838884072	0.4299792694912691	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHG3	57	0	0.0	0.0	0.0007028394431166	0.4819668031697447	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHG4	54	0	0.0	0.0	0.0001442018455642	0.8897004361801591	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHG4B	28	0	0.0002605523710265	0.3838940189778805	0.0008871087516195	0.4254017566599106	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHG5	62	0	0.0	0.0	0.0009547164018292	0.3909946284318754	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHG6	50	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHH1	37	0	0.0	0.0	0.0006043390712774	0.4542886423841718	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHH2	34	0	0.0	0.0	0.0004522118781336	0.6400351039878763	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHH3	46	0	0.0	0.0	0.0002644309510232	0.6151434474098885	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHJ1	42	0	0.0061229807191245	0.9373440492153168	0.0051767630427977	0.2658720288182649	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHM1	28	0	0.0	0.0	0.0006981519492387	0.4291128676058783	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHM3	50	0	0.0	0.0	0.0007878050661307	0.428630658947483	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHN1	45	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHO2	26	0	0.0	0.0	0.0003103631569649	0.6094820069378988	raw links exist but all filtered out										False	0.8145272979243852			False	
PLEKHS1	34	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLET1	36	0	0.0	0.0	4.87261812797512e-05	0.6874525947577168	raw links exist but all filtered out										False	0.8145272979243852			False	
PLG	12	0	0.0	0.0	1.0533980647511206e-05	0.9753514077964358	raw links exist but all filtered out										False	0.8145272979243852			False	
PLGRKT	8	0	0.0	0.0	0.0022779100372191	0.4109120721313386	raw links exist but all filtered out										False	0.8145272979243852			False	
PLIN1	27	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLIN2	29	0	0.0	0.0	0.0008537159523639	0.4441511033145696	raw links exist but all filtered out										False	0.8145272979243852			False	
PLIN3	48	1	0.0024752475247524	1.0430862617492676	0.002228535145382	0.3198121062516307		1.0	0.8138793653037407	0.8138793653037407	0.8138793653037407	0.8138793653037407	0.0	0.0	0.5290215874474314	0.8138793653037407	False	0.8145272979243852			False	
PLIN4	45	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLIN5	44	0	0.0	0.0	0.000393288406884	0.3342130409648827	raw links exist but all filtered out										False	0.8145272979243852			False	
PLK1	27	0	0.0	0.0	0.0007578522209883	0.4381816336023172	raw links exist but all filtered out										False	0.8145272979243852			False	
PLK2	24	0	0.0	0.0	0.0027104403267596	0.4224340087872802	raw links exist but all filtered out										False	0.8145272979243852			False	
PLK4	10	0	0.0	0.0	0.0002126990852538	0.5485636306369803	raw links exist but all filtered out										False	0.8145272979243852			False	
PLK5	51	0	0.0	0.0	0.0007130954433889	0.5152267628572009	raw links exist but all filtered out										False	0.8145272979243852			False	
PLLP	37	0	0.0	0.0	0.0001819502162574	0.4561402445067741	raw links exist but all filtered out										False	0.8145272979243852			False	
PLN	21	0	0.0	0.0	0.0	0.6020547167724263	raw links exist but all filtered out										False	0.8145272979243852			False	
PLOD1	38	0	0.0	0.0	0.0014896520217937	0.4958162692498756	raw links exist but all filtered out										False	0.8145272979243852			False	
PLOD3	44	0	0.0	0.0	0.0010612856861756	0.440653799282682	raw links exist but all filtered out										False	0.8145272979243852			False	
PLP1	28	0	0.0001302761855132	0.418710321187973	0.0015057361578079	0.4777092026712239	raw links exist but all filtered out										False	0.8145272979243852			False	
PLP2	30	0	0.0	0.0	0.0004097344549512	0.3731102513062306	raw links exist but all filtered out										False	0.8145272979243852			False	
PLPBP	46	0	0.0005211047420531	0.6888034093379974	0.0022266537968749	0.3999669818863901	raw links exist but all filtered out										False	0.8145272979243852			False	
PLPP1	26	0	0.0	0.0	0.0013518571218558	0.3355591952834195	raw links exist but all filtered out										False	0.8145272979243852			False	
PLPP2	26	0	0.0001302761855132	0.664697527885437	0.0003636803989227	0.4976756921159865	raw links exist but all filtered out										False	0.8145272979243852			False	
PLPP3	57	0	0.0	0.0	0.0016361493170534	0.4389441260735664	raw links exist but all filtered out										False	0.8145272979243852			False	
PLPP4	56	0	0.0	0.0	0.0011425734274618	0.356959344639733	raw links exist but all filtered out										False	0.8145272979243852			False	
PLPP5	29	0	0.0	0.0	0.0011649819592698	0.4434092484008901	raw links exist but all filtered out										False	0.8145272979243852			False	
PLPP6	29	0	0.0	0.0	0.0004548060234016	0.4024658867981168	raw links exist but all filtered out										False	0.8145272979243852			False	
PLPP7	38	0	0.0	0.0	0.0005611434689265	0.4951611701191772	raw links exist but all filtered out										False	0.8145272979243852			False	
PLPPR1	64	0	0.0011724856696195	0.8862338310480117	0.0032547763189794	0.3096188705677796	raw links exist but all filtered out										False	0.8145272979243852			False	
PLPPR2	39	0	0.0020844189682126	0.7751139640808105	0.006906892711314	0.3555914133507417	raw links exist but all filtered out										False	0.8145272979243852			False	
PLPPR3	57	0	0.0	0.0	0.003474414124434	0.4065271987443496	raw links exist but all filtered out										False	0.8145272979243852			False	
PLPPR4	20	0	0.0	0.0	0.0011929155924213	0.5145515155418022	raw links exist but all filtered out										False	0.8145272979243852			False	
PLRG1	29	0	0.0	0.0	0.0021343390391282	0.3378761339608302	raw links exist but all filtered out										False	0.8145272979243852			False	
PLS1	17	0	0.0	0.0	0.0002621817727423	0.3323973616378822	raw links exist but all filtered out										False	0.8145272979243852			False	
PLS3	19	0	0.0015633142261594	0.6193699324131012	0.0012594882955654	0.4023818375394751	raw links exist but all filtered out										False	0.8145272979243852			False	
PLSCR1	18	0	0.0	0.0	0.0004530720957645	0.5438457232897408	raw links exist but all filtered out										False	0.8145272979243852			False	
PLSCR2	23	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PLSCR3	45	0	0.0007816571130797	0.9866655051708222	0.0011686537414354	0.4393771939602159	raw links exist but all filtered out										False	0.8145272979243852			False	
PLSCR4	25	0	0.0	0.0	0.0002171288256789	0.4992369149449343	raw links exist but all filtered out										False	0.8145272979243852			False	
PLSCR5	20	0	0.0	0.0	0.0002444164958921	0.5976065361733817	raw links exist but all filtered out										False	0.8145272979243852			False	
PLTP	41	2	0.0003908285565398	0.5506770771741867	0.0021756686159207	0.374185588749906		2.0	1.1520990407010676	1.1520990407010676	1.1520990407010676	1.1716218105776022	0.0195227698765344	1.0	1.098864376455694	1.1520990407010676	False	0.8145272979243852			False	
PLVAP	52	0	0.0001302761855132	0.5173154473304749	0.000298263713548	0.4692060397954705	raw links exist but all filtered out										False	0.8145272979243852			False	
PLXDC1	51	0	0.0	0.0	0.0006832399570844	0.4218035934013336	raw links exist but all filtered out										False	0.8145272979243852			False	
PLXDC2	58	0	0.0	0.0	0.0013717283224813	0.3603231374949769	raw links exist but all filtered out										False	0.8145272979243852			False	
PLXNA1	57	0	0.0	0.0	0.0032266069940067	0.362811965915531	raw links exist but all filtered out										False	0.8145272979243852			False	
PLXNA3	39	0	0.0	0.0	0.0026067290242886	0.3875952989175792	raw links exist but all filtered out										False	0.8145272979243852			False	
PLXNA4	130	0	0.0	0.0	0.0016507148490757	0.3538898509982058	raw links exist but all filtered out										False	0.8145272979243852			False	
PLXNB1	29	0	0.0	0.0	0.002000370092164	0.3725327736639157	raw links exist but all filtered out										False	0.8145272979243852			False	
PLXNB2	44	0	0.0013027618551328	0.6877333796024323	0.0016965188302449	0.2569462031683611	raw links exist but all filtered out										False	0.8145272979243852			False	
PLXNB3	44	0	0.0	0.0	0.0002588530065916	0.6706666749791613	raw links exist but all filtered out										False	0.8145272979243852			False	
PLXNC1	55	0	0.0	0.0	0.0023599746966865	0.4145730292336691	raw links exist but all filtered out										False	0.8145272979243852			False	
PLXND1	57	0	0.0001302761855132	0.7907398343086243	0.0014681056029557	0.4938866448713659	raw links exist but all filtered out										False	0.8145272979243852			False	
PMAIP1	25	0	0.0	0.0	7.66393370760001e-05	0.5825597702306956	raw links exist but all filtered out										False	0.8145272979243852			False	
PMCH	8	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PMEL	28	0	0.0	0.0	0.0001174118033859	0.7159810386087795	raw links exist but all filtered out										False	0.8145272979243852			False	
PMEPA1	61	0	0.0	0.0	0.0025647864070641	0.4575975418498793	raw links exist but all filtered out										False	0.8145272979243852			False	
PMFBP1	42	0	0.0	0.0	9.152362770621116e-05	0.5809185431845751	raw links exist but all filtered out										False	0.8145272979243852			False	
PML	45	0	0.0	0.0	0.0004296592255906	0.4399039177257166	raw links exist but all filtered out										False	0.8145272979243852			False	
PMM1	43	0	0.0	0.0	0.0039225887115096	0.3224805055964837	raw links exist but all filtered out										False	0.8145272979243852			False	
PMM2	46	0	0.0	0.0	0.0004585005262738	0.3348590082205911	raw links exist but all filtered out										False	0.8145272979243852			False	
PMP2	33	0	0.0005211047420531	0.630619016289711	0.0010786666968789	0.3853823701283488	raw links exist but all filtered out										False	0.8145272979243852			False	
PMP22	39	2	0.0001302761855132	0.5374431610107422	0.0016468268132669	0.3723175780858144		2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False	0.8145272979243852			False	
PMPCA	61	0	0.0	0.0	0.0016426532791108	0.4296085384820618	raw links exist but all filtered out										False	0.8145272979243852			False	
PMPCB	18	0	0.0	0.0	0.0023779688687917	0.4141856524092945	raw links exist but all filtered out										False	0.8145272979243852			False	
PMS2	21	0	0.0	0.0	0.0002704746742834	0.4053750244045702	raw links exist but all filtered out										False	0.8145272979243852			False	
PNCK	45	0	0.0	0.0	0.0068249347692662	0.461596487055643	raw links exist but all filtered out										False	0.8145272979243852			False	
PNISR	31	0	0.0	0.0	0.0026216572321136	0.301189395443514	raw links exist but all filtered out										False	0.8145272979243852			False	
PNKD	36	0	0.0014330380406461	1.3372763514518735	0.0065865466580402	0.3472454344274043	raw links exist but all filtered out										False	0.8145272979243852			False	
PNKP	36	0	0.0	0.0	0.0012136818690467	0.5127944474972442	raw links exist but all filtered out										False	0.8145272979243852			False	
PNLDC1	27	0	0.0	0.0	4.659848695340954e-06	0.5995951110812899	raw links exist but all filtered out										False	0.8145272979243852			False	
PNLIP	32	0	0.0	0.0	7.618429869917832e-05	0.6740520370055069	raw links exist but all filtered out										False	0.8145272979243852			False	
PNLIPRP1	36	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PNLIPRP3	32	0	0.0	0.0	3.965789840557879e-05	0.8234892116864669	raw links exist but all filtered out										False	0.8145272979243852			False	
PNMA1	33	0	0.0019541427826993	0.8847801774740217	0.0092868140667362	0.382726923994939	raw links exist but all filtered out										False	0.8145272979243852			False	
PNMA2	49	0	0.0003908285565398	1.025510574579239	0.005542305731869	0.3337674748188705	raw links exist but all filtered out										False	0.8145272979243852			False	
PNMA3	13	0	0.000911933298593	0.4813175827264785	0.0029700318386947	0.2978747436139339	raw links exist but all filtered out										False	0.8145272979243852			False	
PNMA5	15	0	0.0	0.0	0.0001175373565214	0.4908912348950088	raw links exist but all filtered out										False	0.8145272979243852			False	
PNMA6A	13	0	0.0	0.0	0.0028221832094024	0.4932882224920246	raw links exist but all filtered out										False	0.8145272979243852			False	
PNMA6E	33	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
PNMA6F	24	0	0.0	0.0	0.0012984410976803	0.4423177207233832	raw links exist but all filtered out										False	0.8145272979243852			False	
PNMA8A	50	0	0.001823866597186	0.8603827798366546	0.0030947633066462	0.3108304002671758	raw links exist but all filtered out										False	0.8145272979243852			False	
PNMA8B	54	0	0.0	0.0	0.0025561560016905	0.4183260656105364	raw links exist but all filtered out										False	0.8145272979243852			False	
PNMA8C	51	0	0.0	0.0	0.0021085011734144	0.4800308669701192	raw links exist but all filtered out										False	0.8145272979243852			False	
PNN	13	0	0.0	0.0	0.0027540973823536	0.3171405248234367	raw links exist but all filtered out										False	0.8145272979243852			False	
PNO1	18	0	0.0	0.0	0.0007006733152135	0.4834788320015519	raw links exist but all filtered out										False	0.8145272979243852			False	
PNOC	56	0	0.0099009900990099	1.0860651826858525	0.0088255416005744	0.3690745494019508	raw links exist but all filtered out										False	0.8145272979243852			False	
