epoch	train_loss	validation_loss	train_reconstruction	train_safety	train_attribution	validation_reconstruction	validation_safety	validation_attribution
0	0.9890755414962769	0.6913486123085022	0.24734769761562347	0.48582276701927185	0.6923651695251465	0.22699783742427826	0.4420832693576813	0.6913486123085022
1	0.9462202787399292	0.6902905702590942	0.21242788434028625	0.41728752851486206	0.6913219690322876	0.19439660012722015	0.3784392774105072	0.6902905702590942
2	0.9081348180770874	0.6892178058624268	0.18151092529296875	0.35654252767562866	0.6902651786804199	0.16565176844596863	0.3222678303718567	0.6892178058624268
3	0.8744624257087708	0.688124418258667	0.15429937839508057	0.30300673842430115	0.689193606376648	0.14046357572078705	0.27299070358276367	0.688124418258667
4	0.8448512554168701	0.6870020627975464	0.13050313293933868	0.25611892342567444	0.688101589679718	0.11852195858955383	0.2300090342760086	0.6870020627975464
5	0.8189334273338318	0.6858413815498352	0.10982143133878708	0.2152964323759079	0.6869804263114929	0.09951509535312653	0.19271999597549438	0.6858413815498352
6	0.7963393330574036	0.6846363544464111	0.09195229411125183	0.17995353043079376	0.6858209371566772	0.083152636885643	0.16056223213672638	0.6846363544464111
7	0.7767277956008911	0.6833824515342712	0.07661512494087219	0.1495458483695984	0.6846171021461487	0.06917097419500351	0.13302597403526306	0.6833824515342712
8	0.7597902417182922	0.6820748448371887	0.06355532258749008	0.12357938289642334	0.6833643913269043	0.057327404618263245	0.10964202880859375	0.6820748448371887
9	0.7452422380447388	0.680707573890686	0.05253862217068672	0.1015997901558876	0.6820580959320068	0.0473969429731369	0.08997531235218048	0.680707573890686
10	0.7328183650970459	0.6792724132537842	0.04334791377186775	0.08318576961755753	0.6806921362876892	0.03917136788368225	0.0736231654882431	0.6792724132537842
11	0.7222704887390137	0.6777567863464355	0.035782311111688614	0.06794743239879608	0.6792581677436829	0.032458990812301636	0.060214705765247345	0.6777567863464355
12	0.7133651375770569	0.6761457324028015	0.02965700253844261	0.05552598088979721	0.6777435541152954	0.0271049365401268	0.04945201799273491	0.6761457324028015
13	0.7059080600738525	0.674428403377533	0.024821477010846138	0.04563133046030998	0.6761335134506226	0.022964881733059883	0.04105871915817261	0.674428403377533
14	0.6997203230857849	0.6725979447364807	0.02113470621407032	0.0379931814968586	0.6744169592857361	0.019878046587109566	0.03472557291388512	0.6725979447364807
15	0.6946092247962952	0.6706507205963135	0.01844083145260811	0.03231120854616165	0.6725870966911316	0.017681298777461052	0.03013792634010315	0.6706507205963135
16	0.6903837323188782	0.6685858368873596	0.016582626849412918	0.028281306847929955	0.6706405282020569	0.016219424083828926	0.026995670050382614	0.6685858368873596
17	0.6868648529052734	0.6664040684700012	0.015411119908094406	0.025614475831389427	0.6685760617256165	0.015351361595094204	0.02502555027604103	0.6664040684700012
18	0.683892548084259	0.6641084551811218	0.014791377820074558	0.02404826320707798	0.6663950085639954	0.01495326217263937	0.02398715727031231	0.6641084551811218
19	0.6813281774520874	0.6617026329040527	0.014605307020246983	0.023352395743131638	0.6640998721122742	0.014919288456439972	0.023674650117754936	0.6617026329040527
20	0.6790554523468018	0.6591916680335999	0.014752291142940521	0.02333015576004982	0.6616947054862976	0.015161015093326569	0.023915652185678482	0.6591916680335999
21	0.6769790053367615	0.656581461429596	0.015148544684052467	0.02381725236773491	0.6591843962669373	0.015606035478413105	0.024568656459450722	0.656581461429596
22	0.6750231981277466	0.6538790464401245	0.01572570763528347	0.024679183959960938	0.6565753221511841	0.016196196898818016	0.025519654154777527	0.6538790464401245
23	0.6731287837028503	0.6510916352272034	0.016429124400019646	0.025807952508330345	0.6538736820220947	0.016885703429579735	0.026678496971726418	0.6510916352272034
24	0.6712523102760315	0.6482275128364563	0.017215987667441368	0.027118539437651634	0.6510874629020691	0.017639217898249626	0.027975305914878845	0.6482275128364563
25	0.6693620681762695	0.6452949643135071	0.018053505569696426	0.028545383363962173	0.648224413394928	0.018430115655064583	0.029357070103287697	0.6452949643135071
26	0.6674372553825378	0.6423032283782959	0.018917202949523926	0.030039101839065552	0.6452931761741638	0.01923886314034462	0.030784571543335915	0.6423032283782959
27	0.6654655337333679	0.6392614245414734	0.019789353013038635	0.03156351298093796	0.6423028111457825	0.020051579922437668	0.03222960606217384	0.6392614245414734
28	0.6634413003921509	0.6361794471740723	0.020657606422901154	0.03309294581413269	0.6392627358436584	0.020858826115727425	0.03367264196276665	0.6361794471740723
29	0.661363959312439	0.6330673098564148	0.021513788029551506	0.034609973430633545	0.6361823678016663	0.021654529497027397	0.0351007841527462	0.6330673098564148
30	0.6592375636100769	0.6299350261688232	0.022352878004312515	0.036103419959545135	0.6330718994140625	0.022435106337070465	0.036506056785583496	0.6299350261688232
31	0.6570690274238586	0.6267933249473572	0.023172184824943542	0.03756675869226456	0.6299417018890381	0.02319876290857792	0.037884052842855453	0.6267933249473572
32	0.6548671126365662	0.6236528158187866	0.023970626294612885	0.038996726274490356	0.6268019080162048	0.023944875225424767	0.03923274576663971	0.6236528158187866
33	0.6526426076889038	0.6205245852470398	0.024748193100094795	0.04039229825139046	0.6236635446548462	0.02467358112335205	0.040551695972681046	0.6205245852470398
34	0.6504070162773132	0.617419421672821	0.02550550363957882	0.041753776371479034	0.6205374598503113	0.025385357439517975	0.041841231286525726	0.617419421672821
35	0.6481723189353943	0.6143485903739929	0.02624344453215599	0.04308214783668518	0.6174346804618835	0.026080798357725143	0.04310198500752449	0.6143485903739929
36	0.6459504961967468	0.6113230586051941	0.02696293033659458	0.04437857121229172	0.6143661737442017	0.026760345324873924	0.044334448873996735	0.6113230586051941
37	0.6437535881996155	0.6083539724349976	0.02766466699540615	0.045643918216228485	0.611343264579773	0.027424167841672897	0.04553862288594246	0.6083539724349976
38	0.6415929198265076	0.6054519414901733	0.028349019587039948	0.046878520399332047	0.6083768010139465	0.028071986511349678	0.046713780611753464	0.6054519414901733
39	0.6394789218902588	0.6026273369789124	0.02901589311659336	0.04808192700147629	0.6054774522781372	0.028703026473522186	0.04785829037427902	0.6026273369789124
40	0.6374212503433228	0.5998902916908264	0.029664622619748116	0.049252700060606	0.6026556491851807	0.029315924271941185	0.04896945878863335	0.5998902916908264
41	0.6354284882545471	0.5972505211830139	0.030293941497802734	0.05038830637931824	0.5999215245246887	0.029908649623394012	0.050043441355228424	0.5972505211830139
42	0.6335077285766602	0.5947166085243225	0.030901901423931122	0.051485009491443634	0.5972844958305359	0.03047853149473667	0.051075130701065063	0.5947166085243225
43	0.6316649913787842	0.5922971367835999	0.03148586302995682	0.05253781005740166	0.5947536826133728	0.03102218359708786	0.05205819755792618	0.5922971367835999
44	0.6299043893814087	0.5899993777275085	0.032042473554611206	0.0535404309630394	0.5923371911048889	0.03153550997376442	0.05298497527837753	0.5899993777275085
45	0.6282284259796143	0.5878300070762634	0.03256765380501747	0.054485250264406204	0.5900423526763916	0.03201373666524887	0.053846556693315506	0.5878300070762634
46	0.6266381740570068	0.5857945680618286	0.03305662423372269	0.055363379418849945	0.5878759622573853	0.03245140612125397	0.054632771760225296	0.5857945680618286
47	0.6251327395439148	0.5838977694511414	0.03350391983985901	0.05616467073559761	0.585843563079834	0.032842427492141724	0.05533229187130928	0.5838977694511414
48	0.623709499835968	0.5821429491043091	0.03390342742204666	0.05687781050801277	0.5839496850967407	0.03318018838763237	0.05593283101916313	0.5821429491043091
49	0.6223640441894531	0.5805327296257019	0.034248486161231995	0.057490479201078415	0.582197904586792	0.033457569777965546	0.05642122030258179	0.5805327296257019
50	0.6210902333259583	0.5790678858757019	0.03453194350004196	0.057989466935396194	0.5805904865264893	0.03366713970899582	0.05678369477391243	0.5790678858757019
51	0.6198804378509521	0.5777488350868225	0.03474630042910576	0.0583609864115715	0.579128623008728	0.03380129113793373	0.057006217539310455	0.5777488350868225
52	0.6187254190444946	0.5765742659568787	0.034883882850408554	0.058590926229953766	0.5778122544288635	0.033852458000183105	0.05707485228776932	0.5765742659568787
53	0.6176151037216187	0.5755418539047241	0.03493702411651611	0.05866527557373047	0.576640248298645	0.03381337225437164	0.056976318359375	0.5755418539047241
