enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.008655957877635956	0.009328465908765793	0.000672508031129837
0	0	0.0	0.0	0.0
0	1	0.008655957877635956	0.009328465908765793	0.000672508031129837
1	all_test	0.008655957877635956	0.1760532259941101	0.16739726811647415
1	0	0.0	0.0	0.0
1	1	0.008655957877635956	0.1760532259941101	0.16739726811647415
2	all_test	0.008655957877635956	0.028982026502490044	0.020326068624854088
2	0	0.0	0.0	0.0
2	1	0.008655957877635956	0.028982026502490044	0.020326068624854088
3	all_test	0.008655957877635956	0.008655957877635956	0.0
3	0	0.0	0.0	0.0
3	1	0.008655957877635956	0.008655957877635956	0.0
