enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.021846801042556763	0.043368637561798096	0.021521836519241333
0	0	0.02007441222667694	0.07441697269678116	0.05434256047010422
0	1	0.02420998550951481	0.001970868092030287	-0.022239117417484522
1	all_test	0.021846801042556763	0.025526437908411026	0.0036796368658542633
1	0	0.02007441222667694	0.0020291449036449194	-0.01804526732303202
1	1	0.02420998550951481	0.05685616284608841	0.0326461773365736
2	all_test	0.021846801042556763	0.02184644341468811	-3.5762786865234375e-07
2	0	0.02007441222667694	0.02007407881319523	-3.334134817123413e-07
2	1	0.02420998550951481	0.02420959807932377	-3.8743019104003906e-07
3	all_test	0.021846801042556763	0.021844498813152313	-2.302229404449463e-06
3	0	0.02007441222667694	0.02007225528359413	-2.1569430828094482e-06
3	1	0.02420998550951481	0.024207495152950287	-2.4903565645217896e-06
