epoch	train_loss	validation_loss	train_reconstruction	train_safety	train_attribution	validation_reconstruction	validation_safety	validation_attribution
0	1.0418282747268677	0.9268965721130371	0.29363569617271423	0.542319655418396	0.6931471824645996	0.1998896449804306	0.33379119634628296	0.6928483247756958
1	1.0261809825897217	0.8954024910926819	0.28118959069252014	0.5136818885803223	0.6928483843803406	0.17364183068275452	0.28498077392578125	0.6925199627876282
2	1.0136446952819824	0.8682140707969666	0.2712428867816925	0.49143868684768677	0.6925197243690491	0.1510193645954132	0.24329209327697754	0.6921576857566833
3	1.0038808584213257	0.8449355363845825	0.2635403573513031	0.47479599714279175	0.6921573281288147	0.13166464865207672	0.20836448669433594	0.6917595267295837
4	0.9965550899505615	0.8250996470451355	0.25782522559165955	0.4629981517791748	0.6917591094970703	0.1153249517083168	0.17811456322669983	0.6913190484046936
5	0.9913725852966309	0.8085532784461975	0.25387340784072876	0.45540302991867065	0.6913184523582458	0.10186028480529785	0.15247111022472382	0.6908298134803772
6	0.9880352020263672	0.7950214743614197	0.2514573931694031	0.4513630270957947	0.6908290982246399	0.09102420508861542	0.1311897486448288	0.6902874112129211
7	0.9861713647842407	0.7841588258743286	0.2502868175506592	0.4501068592071533	0.6902864575386047	0.0825108215212822	0.11391903460025787	0.6896871328353882
8	0.9853700399398804	0.7755911350250244	0.25003594160079956	0.4508267939090729	0.6896858811378479	0.07599182426929474	0.100250743329525	0.6890237927436829
9	0.985230565071106	0.7689436078071594	0.2503860294818878	0.45275163650512695	0.6890222430229187	0.07114091515541077	0.08974920213222504	0.6882924437522888
10	0.9853942394256592	0.7638578414916992	0.25105050206184387	0.4552081525325775	0.6882907748222351	0.0676489993929863	0.08196531236171722	0.6874887347221375
11	0.9855769872665405	0.7600120306015015	0.25180256366729736	0.45767098665237427	0.6874868273735046	0.06524138152599335	0.07646358013153076	0.6866093277931213
12	0.9855829477310181	0.7571381330490112	0.2524855136871338	0.45978599786758423	0.6866069436073303	0.06369194388389587	0.07285477221012115	0.6856515407562256
13	0.9852986335754395	0.7550267577171326	0.2530079483985901	0.4613571763038635	0.6856487989425659	0.06282641738653183	0.0708136186003685	0.6846131682395935
14	0.984674334526062	0.7535214424133301	0.2533300817012787	0.46231159567832947	0.6846102476119995	0.0625162273645401	0.070079006254673	0.6834927201271057
15	0.9837057590484619	0.7525064945220947	0.25344860553741455	0.46266087889671326	0.6834894418716431	0.06266854703426361	0.07044436037540436	0.6822882294654846
16	0.9824168086051941	0.7518953680992126	0.25338298082351685	0.46246957778930664	0.6822845935821533	0.06321598589420319	0.07174448668956757	0.6809974908828735
17	0.9808473587036133	0.7516202926635742	0.25316616892814636	0.46183162927627563	0.6809935569763184	0.06410741806030273	0.07384242862462997	0.679617702960968
18	0.97904372215271	0.7516220211982727	0.25283709168434143	0.4608543813228607	0.6796132922172546	0.0653003677725792	0.07661781460046768	0.6781443953514099
19	0.9770530462265015	0.7518432140350342	0.2524363696575165	0.4596474766731262	0.6781395077705383	0.06675496697425842	0.07995717227458954	0.6765717267990112
20	0.9749183058738708	0.752223551273346	0.2520027160644531	0.458315372467041	0.6765663027763367	0.06842949241399765	0.08374675363302231	0.6748926043510437
21	0.9726760387420654	0.7526954412460327	0.251570463180542	0.45695191621780396	0.6748867034912109	0.07027687877416611	0.08786694705486298	0.6730988025665283
22	0.9703536629676819	0.7531816363334656	0.25116774439811707	0.45563608407974243	0.6730923652648926	0.0722428411245346	0.09218933433294296	0.671180248260498
23	0.9679678678512573	0.7535943984985352	0.25081536173820496	0.4544292092323303	0.6711731553077698	0.07426518201828003	0.0965757817029953	0.6691256165504456
24	0.9655242562294006	0.7538369297981262	0.25052616000175476	0.4533737301826477	0.6691178679466248	0.07627462595701218	0.1008802056312561	0.6669219732284546
25	0.9630167484283447	0.7538055181503296	0.2503049075603485	0.4524928629398346	0.6669135689735413	0.07819683104753494	0.10495219379663467	0.6645553708076477
26	0.9604293704032898	0.7533932328224182	0.25014907121658325	0.45179182291030884	0.6645463109016418	0.07995570451021194	0.1086425632238388	0.6620099544525146
27	0.9577364921569824	0.7524985074996948	0.25005021691322327	0.45126113295555115	0.6620001792907715	0.08147651702165604	0.11180822551250458	0.6592733860015869
28	0.9549112915992737	0.7510361671447754	0.24999582767486572	0.45088091492652893	0.6592629551887512	0.08269748836755753	0.11433406919240952	0.6563339233398438
29	0.9519246816635132	0.7489404678344727	0.24997156858444214	0.45062461495399475	0.656322717666626	0.08357331901788712	0.11613810062408447	0.6531793475151062
30	0.9487485885620117	0.7461677193641663	0.2499639242887497	0.4504651427268982	0.6531675457954407	0.08407701551914215	0.11717347800731659	0.6497976779937744
31	0.9453580975532532	0.7426963448524475	0.2499624490737915	0.45038047432899475	0.6497853398323059	0.08419965952634811	0.11742691695690155	0.6461776494979858
32	0.9417340159416199	0.7385245561599731	0.24996094405651093	0.4503560960292816	0.6461645364761353	0.08394882827997208	0.11691515147686005	0.6423081755638123
33	0.9378635883331299	0.7336680889129639	0.2499578595161438	0.45038700103759766	0.6422944068908691	0.0833459198474884	0.11567976325750351	0.638179361820221
34	0.9337401390075684	0.7281561493873596	0.24995608627796173	0.45047682523727417	0.6381648778915405	0.08242299407720566	0.1137811690568924	0.6337822079658508
35	0.929362416267395	0.7220279574394226	0.24996207654476166	0.4506368637084961	0.6337671875953674	0.08121946454048157	0.11129288375377655	0.6291091442108154
36	0.9247336387634277	0.7153298258781433	0.24998490512371063	0.45088353753089905	0.6290936470031738	0.07977922260761261	0.10829631984233856	0.6241543889045715
37	0.9198603630065918	0.7081114649772644	0.2500351369380951	0.4512363374233246	0.6241382956504822	0.07814762741327286	0.10487566143274307	0.6189137101173401
