enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.002652563154697418	0.002652563154697418	0.0
0	0	0.0	0.0	0.0
0	1	0.002652563154697418	0.002652563154697418	0.0
1	all_test	0.002652563154697418	0.04022449254989624	0.03757192939519882
1	0	0.0	0.0	0.0
1	1	0.002652563154697418	0.04022449254989624	0.03757192939519882
2	all_test	0.002652563154697418	0.01130262203514576	0.008650058880448341
2	0	0.0	0.0	0.0
2	1	0.002652563154697418	0.01130262203514576	0.008650058880448341
3	all_test	0.002652563154697418	0.002652563154697418	0.0
3	0	0.0	0.0	0.0
3	1	0.002652563154697418	0.002652563154697418	0.0
