model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.005298604971018319	0.9292158680516553	0.9668760288097774		
spatial_mean	0.07517529058008611	-0.004267673620005574	-9.072222974386725e-16		
best_single	0.005201569526076563	0.9305121658085164	0.9668760304801092	1.0	
global_elastic_net	0.00529860508349113	0.9292158665491297	0.9668760304801082		[0.0, 1.2044244855731945, 0.0, 0.0]
