validation_fold	candidate_strength	base_mse	calibrated_mse	relative_gain	improved
0	0.6127741932868958	0.001820067409425974	0.0018673643935471773	-0.02598639205098152	False
1	0.6968830823898315	0.003965655341744423	0.002197045600041747	0.4459817111492157	True
3	0.5326635241508484	0.0032799132168293	0.002872051205486059	0.12435146421194077	True
4	0.5735973119735718	0.0018989775562658906	0.0015703152166679502	0.17307332158088684	True
