validation_fold	global_mse	spatial_mse	relative_gain	improved
0	0.003204277025852914	0.0036484512982903443	-0.1386191858112517	False
1	0.0031952162688707476	0.002274190660232667	0.28825141434435336	True
2	0.0037530505387649345	0.0032276045336806346	0.14000504380556925	True
3	0.004876703936315343	0.003110417840733857	0.3621885024490592	True
