enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.008308538235723972	0.008308538235723972	0.0
0	0	0.011803409084677696	0.011803409084677696	0.0
0	1	0.003648709738627076	0.003648709738627076	0.0
1	all_test	0.008308538235723972	0.19980578124523163	0.19149724300950766
1	0	0.011803409084677696	0.28649067878723145	0.27468726970255375
1	1	0.003648709738627076	0.08422589302062988	0.0805771832820028
2	all_test	0.008308538235723972	0.008308538235723972	0.0
2	0	0.011803409084677696	0.011803409084677696	0.0
2	1	0.003648709738627076	0.003648709738627076	0.0
3	all_test	0.008308538235723972	0.008308538235723972	0.0
3	0	0.011803409084677696	0.011803409084677696	0.0
3	1	0.003648709738627076	0.003648709738627076	0.0
