model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.0036975115209422348	0.3785072802689693	0.8692727858894804		
spatial_mean	0.04964540474256632	-7.344600805393238	0.0		
best_single	0.0035571982841839335	0.4020916976895157	0.8692727876790695	1.0	
global_elastic_net	0.00369751186462618	0.3785072225011792	0.8692727876790693		[0.0, 1.237331103456152, 0.0, 0.0]
