enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.003697511274367571	0.003697511274367571	0.0
0	0	0.0	0.0	0.0
0	1	0.003697511274367571	0.003697511274367571	0.0
1	all_test	0.003697511274367571	0.0288460124284029	0.02514850115403533
1	0	0.0	0.0	0.0
1	1	0.003697511274367571	0.0288460124284029	0.02514850115403533
2	all_test	0.003697511274367571	0.003697511274367571	0.0
2	0	0.0	0.0	0.0
2	1	0.003697511274367571	0.003697511274367571	0.0
3	all_test	0.003697511274367571	0.003697511274367571	0.0
3	0	0.0	0.0	0.0
3	1	0.003697511274367571	0.003697511274367571	0.0
