enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.015833977609872818	0.02425537072122097	0.008421393111348152
0	0	0.0	0.0	0.0
0	1	0.015833977609872818	0.02425537072122097	0.008421393111348152
1	all_test	0.015833977609872818	0.25785255432128906	0.24201857671141624
1	0	0.0	0.0	0.0
1	1	0.015833977609872818	0.25785255432128906	0.24201857671141624
2	all_test	0.015833977609872818	0.015833977609872818	0.0
2	0	0.0	0.0	0.0
2	1	0.015833977609872818	0.015833977609872818	0.0
3	all_test	0.015833977609872818	0.028323093429207802	0.012489115819334984
3	0	0.0	0.0	0.0
3	1	0.015833977609872818	0.028323093429207802	0.012489115819334984
