enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.005608628038316965	0.005608628038316965	0.0
0	0	0.00656263530254364	0.00656263530254364	0.0
0	1	0.004336617887020111	0.004336617887020111	0.0
1	all_test	0.005608628038316965	0.19814467430114746	0.1925360462628305
1	0	0.00656263530254364	0.2788679003715515	0.2723052650690079
1	1	0.004336617887020111	0.09051375091075897	0.08617713302373886
2	all_test	0.005608628038316965	0.005608628038316965	0.0
2	0	0.00656263530254364	0.00656263530254364	0.0
2	1	0.004336617887020111	0.004336617887020111	0.0
3	all_test	0.005608628038316965	0.005608628038316965	0.0
3	0	0.00656263530254364	0.00656263530254364	0.0
3	1	0.004336617887020111	0.004336617887020111	0.0
