epoch	train_loss	validation_loss	train_reconstruction	train_safety	validation_reconstruction	validation_safety
30	0.002771593164652586	0.002825736301019788	0.0023720022290945053	0.00024056942493189126	0.002486445941030979	0.00017872723401524127
31	0.002766665071249008	0.0028193206526339054	0.0023731887340545654	0.00022884011559654027	0.00248566921800375	0.0001679556880844757
32	0.0027633949648588896	0.0028141564689576626	0.0023748669773340225	0.00021951245435047895	0.002485106233507395	0.00015914761752355844
33	0.0027641640044748783	0.002810815814882517	0.002376355929300189	0.00021851803467143327	0.002484638476744294	0.00015367823652923107
34	0.002764710457995534	0.0028090544510632753	0.0023774851579219103	0.0002176663838326931	0.0024841665290296078	0.00015125265053939074
35	0.0027648182585835457	0.0028075608424842358	0.002378123579546809	0.0002167820930480957	0.0024836226366460323	0.00014938609092496336
36	0.002764353295788169	0.002806255826726556	0.002378196455538273	0.00021574813581537455	0.0024829739704728127	0.00014798813208471984
37	0.002763266209512949	0.002805108902975917	0.0023776856251060963	0.00021450706117320806	0.002482220996171236	0.00014700647443532944
38	0.0027615870349109173	0.002804126124829054	0.002376624383032322	0.00021306038252077997	0.0024813865311443806	0.00014641792222391814
39	0.0027594096027314663	0.0028037293814122677	0.002375090029090643	0.0002114537637680769	0.0024805115535855293	0.00014699898019898683
40	0.002756865695118904	0.0028049536049365997	0.0023731845431029797	0.0002097618271363899	0.0024796430952847004	0.00015073646500241011
41	0.0027541054878383875	0.002806673990562558	0.002371022943407297	0.00020806952670682222	0.002478822832927108	0.00015531349345110357
42	0.0027512714732438326	0.002808819292113185	0.002368716988712549	0.0002064559084828943	0.0024780856911092997	0.00016053245053626597
43	0.002751228865236044	0.002809675643220544	0.002366367494687438	0.00021046334586571902	0.002477366244420409	0.00016328929632436484
44	0.002751446096226573	0.0028092022985219955	0.0023646780755370855	0.0002138415293302387	0.002476588124409318	0.00016364855400752276
45	0.0027509001083672047	0.0028069152031093836	0.0023635192774236202	0.00021479344286490232	0.0024757063947618008	0.00016078590124379843
46	0.002748781582340598	0.0028035594150424004	0.0023630389478057623	0.0002114648959832266	0.0024747743736952543	0.00015600300685036927
47	0.0027460758574306965	0.002799329813569784	0.002362981205806136	0.00020624716125894338	0.002473850268870592	0.0001495620235800743
48	0.0027427920140326023	0.002794446889311075	0.0023633630480617285	0.00019911113486159593	0.002473004162311554	0.00014174930402077734
49	0.002741612959653139	0.002790626836940646	0.0023642131127417088	0.00019535124010872096	0.002472184831276536	0.00013587615103460848
50	0.002741156844422221	0.002787770703434944	0.0023646079935133457	0.00019379923469386995	0.0024713126476854086	0.00013190014578867704
51	0.002740160096436739	0.002785793039947748	0.0023644426837563515	0.00019213487394154072	0.0024703426752239466	0.0001297396665904671
52	0.002738537499681115	0.0027846242301166058	0.002363671315833926	0.0001902799995150417	0.002469264902174473	0.00012928349315188825
53	0.002736293477937579	0.0027842125855386257	0.00236230855807662	0.00018822020501829684	0.0024681014474481344	0.00013039163604844362
54	0.0027335104532539845	0.002784511772915721	0.002360421698540449	0.00018599671602714807	0.0024668944533914328	0.00013290098286233842
55	0.0027303234674036503	0.0027854773215949535	0.002358113881200552	0.00018368801102042198	0.0024656993336975574	0.00013662692799698561
56	0.002729556057602167	0.0027851336635649204	0.00235551199875772	0.00018670382269192487	0.0024645477533340454	0.00013781720190308988
57	0.0027290773577988148	0.002782791620120406	0.0023536270018666983	0.00018905037723015994	0.0024633894208818674	0.00013527725241146982
58	0.0027269425336271524	0.002778674941509962	0.002352688927203417	0.0001864739169832319	0.0024622490163892508	0.0001293842651648447
59	0.0027233115397393703	0.002773731481283903	0.0023526386357843876	0.00017938754172064364	0.0024611896369606256	0.00012179547775303945
60	0.002720401855185628	0.0027699554339051247	0.0023531438782811165	0.00017276601283811033	0.002460089046508074	0.00011645364429568872
61	0.0027192041743546724	0.0027672334108501673	0.0023530172184109688	0.00017064316489268094	0.002458869479596615	0.00011328477557981387
62	0.0027172656264156103	0.0027654794976115227	0.002352164126932621	0.00016829957894515246	0.0024575048591941595	0.00011217412247788161
63	0.0027145538479089737	0.0027646387461572886	0.0023505764547735453	0.0001656919193919748	0.0024560196325182915	0.0001129717129515484
64	0.002711155219003558	0.002764665987342596	0.0023483247496187687	0.00016286475874949247	0.0024544710759073496	0.00011549088958417997
65	0.00271038431674242	0.0027626454830169678	0.0023455419577658176	0.00016619684174656868	0.002453048247843981	0.00011396207992220297
66	0.0027086627669632435	0.0027587171643972397	0.0023439801298081875	0.00016551782027818263	0.0024517227429896593	0.00010869991820072755
67	0.0027048741467297077	0.002753473585471511	0.0023435186594724655	0.0001588121522217989	0.0024505930487066507	0.00010066460527013987
68	0.002702208934351802	0.00274960370734334	0.0023441689554601908	0.00015240730135701597	0.0024493481032550335	9.538289305055514e-05
69	0.002700770040974021	0.00274683372117579	0.0023439391516149044	0.0001499652862548828	0.0024478835985064507	9.251292794942856e-05
70	0.0026982640847563744	0.0027450728230178356	0.0023427102714776993	0.00014713611744809896	0.002446184866130352	9.191222488880157e-05
71	0.002694695256650448	0.0027442770078778267	0.0023405025713145733	0.00014389767602551728	0.0024443145375698805	9.338511154055595e-05
72	0.0026913625188171864	0.0027417419478297234	0.0023374578449875116	0.00014258474402595311	0.00244268961250782	9.120763570535928e-05
73	0.0026891054585576057	0.002737602684646845	0.0023358033504337072	0.00014099571853876114	0.002441289136186242	8.566943142795935e-05
74	0.0026854975149035454	0.002734627341851592	0.0023354256991297007	0.00013448097161017358	0.002439661882817745	8.26681061880663e-05
75	0.002682664431631565	0.002732724417001009	0.0023340038023889065	0.00013133333413861692	0.002437795512378216	8.205343328882009e-05
76	0.002680679317563772	0.002729139756411314	0.002331563038751483	0.00013165772543288767	0.002436201088130474	7.785549678374082e-05
77	0.0026771712582558393	0.0027241455391049385	0.0023305281065404415	0.00012648393749259412	0.0024349347222596407	7.047764665912837e-05
78	0.002675255760550499	0.002720543183386326	0.0023308617528527975	0.00012208559201098979	0.0024333421606570482	6.622778892051429e-05
79	0.0026727914810180664	0.0027181708719581366	0.0023298426531255245	0.00011895396892214194	0.0024313568137586117	6.492422107839957e-05
