enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.018916739150881767	0.0274386927485466	0.008521953597664833
0	0	0.0	0.0	0.0
0	1	0.018916739150881767	0.0274386927485466	0.008521953597664833
1	all_test	0.018916739150881767	0.26733699440956116	0.2484202552586794
1	0	0.0	0.0	0.0
1	1	0.018916739150881767	0.26733699440956116	0.2484202552586794
2	all_test	0.018916739150881767	0.018916739150881767	0.0
2	0	0.0	0.0	0.0
2	1	0.018916739150881767	0.018916739150881767	0.0
3	all_test	0.018916739150881767	0.018916739150881767	0.0
3	0	0.0	0.0	0.0
3	1	0.018916739150881767	0.018916739150881767	0.0
