enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.0033860180992633104	0.1531154066324234	0.1497293885331601
0	0	0.0033860180992633104	0.1531154066324234	0.1497293885331601
0	1	0.0	0.0	0.0
1	all_test	0.0033860180992633104	0.0039564515464007854	0.000570433447137475
1	0	0.0033860180992633104	0.0039564515464007854	0.000570433447137475
1	1	0.0	0.0	0.0
2	all_test	0.0033860180992633104	0.0033860180992633104	0.0
2	0	0.0033860180992633104	0.0033860180992633104	0.0
2	1	0.0	0.0	0.0
3	all_test	0.0033860180992633104	0.0033860180992633104	0.0
3	0	0.0033860180992633104	0.0033860180992633104	0.0
3	1	0.0	0.0	0.0
