enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.0030292244628071785	0.0030292244628071785	0.0
0	0	0.0	0.0	0.0
0	1	0.0030292244628071785	0.0030292244628071785	0.0
1	all_test	0.0030292244628071785	0.03164868801832199	0.028619463555514812
1	0	0.0	0.0	0.0
1	1	0.0030292244628071785	0.03164868801832199	0.028619463555514812
2	all_test	0.0030292244628071785	0.0030292244628071785	0.0
2	0	0.0	0.0	0.0
2	1	0.0030292244628071785	0.0030292244628071785	0.0
3	all_test	0.0030292244628071785	0.0030292244628071785	0.0
3	0	0.0	0.0	0.0
3	1	0.0030292244628071785	0.0030292244628071785	0.0
