epoch	train_loss	validation_loss	train_reconstruction	train_safety	validation_reconstruction	validation_safety
74	0.004324629902839661	0.004597136285156012	0.003095362801104784	0.0018639534246176481	0.003422275185585022	0.0017886109417304397
75	0.004325317218899727	0.004593141842633486	0.003096312517300248	0.0018639799673110247	0.0034202749375253916	0.0017850848380476236
76	0.004324194043874741	0.004588517360389233	0.0030961642041802406	0.0018624939257279038	0.0034179610665887594	0.0017808486009016633
77	0.004321255721151829	0.004583245608955622	0.0030949278734624386	0.0018594727152958512	0.003415324492380023	0.0017758902395144105
78	0.004316576756536961	0.0045773545280098915	0.003092654515057802	0.0018549688393250108	0.0034123791847378016	0.001770245609804988
79	0.004310288932174444	0.004570921882987022	0.003089425154030323	0.0018490900984033942	0.0034091647248715162	0.001763994456268847
80	0.004302562214434147	0.0045640431344509125	0.003085339441895485	0.0018419839907437563	0.0034057297743856907	0.0017572386423125863
81	0.0042935991659760475	0.004557829350233078	0.003080514492467046	0.0018338268855586648	0.0034021358005702496	0.001752082840539515
82	0.004283614922314882	0.0045522237196564674	0.003075073007494211	0.0018248099368065596	0.003398446599021554	0.0017482901457697153
83	0.004274104721844196	0.00454678712412715	0.003069141414016485	0.0018176764715462923	0.0033947741612792015	0.0017447758000344038
84	0.004264413844794035	0.004541565198451281	0.003063013544306159	0.0018105466151610017	0.003391157602891326	0.0017415564507246017
85	0.0042546396143734455	0.004536592401564121	0.0030567690264433622	0.0018034607637673616	0.003387629520148039	0.0017386398976668715
86	0.004244888201355934	0.00453189667314291	0.003050480503588915	0.0017964888829737902	0.0033842173870652914	0.0017360305646434426
87	0.004235245753079653	0.004527493380010128	0.0030442101415246725	0.0017896831268444657	0.003380941692739725	0.0017337218159809709
88	0.0042257895693182945	0.004523392301052809	0.0030380135867744684	0.001783090876415372	0.003377817803993821	0.0017317058518528938
89	0.004216576460748911	0.004519592504948378	0.0030319339130073786	0.001776741468347609	0.003374854801222682	0.001729965559206903
90	0.004207655321806669	0.004516081418842077	0.0030260090716183186	0.0017706614453345537	0.0033720540814101696	0.0017284743953496218
91	0.0041990564204752445	0.004512847401201725	0.003020265605300665	0.0017648596549406648	0.003369417740032077	0.0017272087279707193
92	0.004190803971141577	0.004509864374995232	0.0030147258657962084	0.0017593440134078264	0.003366937628015876	0.0017261337488889694
93	0.004182908684015274	0.004507103469222784	0.0030094031244516373	0.0017541091656312346	0.0033646035008132458	0.0017252148827537894
94	0.0041753677651286125	0.00450453395023942	0.0030043029692023993	0.001749142655171454	0.0033624041825532913	0.0017244152259081602
95	0.004168177023530006	0.004502120427787304	0.00299942959100008	0.0017444295808672905	0.0033603243064135313	0.0017236958956345916
96	0.004161321558058262	0.004499825648963451	0.0029947785660624504	0.0017399482894688845	0.0033583473414182663	0.001723016845062375
97	0.004154781810939312	0.00449761375784874	0.0029903450049459934	0.001735673868097365	0.0033564565237611532	0.0017223411705344915
98	0.0041485377587378025	0.004495446104556322	0.0029861205257475376	0.0017315831501036882	0.0033546332269906998	0.00172163057141006
99	0.004142559599131346	0.004493286833167076	0.002982091624289751	0.0017276440048590302	0.0033528590574860573	0.0017208497738465667
