model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.0030292243293741886	0.3466490585954237	0.8300201623971412		
spatial_mean	0.03666867671238171	-6.908795072646227	0.0		
best_single	0.0030190126443209488	0.34885154125019624	0.8300201567226424	1.0	
global_elastic_net	0.0030292238845476076	0.3466491545367717	0.8300201567226428		[0.0, 1.18147437998994, 0.0, 0.0]
