model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.0463577516940023	-1.468025344026484	0.07908995927085974		
spatial_mean	0.038946787202615796	-1.0734754031847964	0.0		
best_single	0.05109429433538581	-1.7201926052681253	0.07715665224904995	2.0	
global_elastic_net	0.0463577553652185	-1.4680255394771757	0.07909017514940818		[0.0, 0.047823911924258396, 2.05087874860895, 0.0]
