model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.19440161890785304	-1.2169071823851292	-0.3244587978032243		
spatial_mean	0.18948041528471757	-1.1607870136365341	0.0		
best_single	0.20328424029341144	-1.3182023632518387	-0.3244588320699192	1.0	
global_elastic_net	0.19440161268748274	-1.2169071114495904	-0.3244588320699192		[0.0, 0.1240255653289398, 0.0, 0.0]
