enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.013515908271074295	0.014453359879553318	0.000937451608479023
0	0	0.0	0.0	0.0
0	1	0.013515908271074295	0.014453359879553318	0.000937451608479023
1	all_test	0.013515908271074295	0.1496371477842331	0.1361212395131588
1	0	0.0	0.0	0.0
1	1	0.013515908271074295	0.1496371477842331	0.1361212395131588
2	all_test	0.013515908271074295	0.1885765790939331	0.1750606708228588
2	0	0.0	0.0	0.0
2	1	0.013515908271074295	0.1885765790939331	0.1750606708228588
3	all_test	0.013515908271074295	0.013553728349506855	3.782007843255997e-05
3	0	0.0	0.0	0.0
3	1	0.013515908271074295	0.013553728349506855	3.782007843255997e-05
